Ano;Mes;UF;IMPOSTO SOBRE IMPORTACAO;IMPOSTO SOBRE EXPORTACAO;IPI - FUMO;IPI - BEBIDAS;IPI - AUTOMOVEIS;IPI - VINCULADO  IMPORTACAO;IPI - OUTROS
2008;Fevereiro;CE;19113269,81;774,5;4414511,29;8384530,44;865823;7510748,08;7802150,89
2008;Fevereiro;DF;1233805,02;1513,54;6193888,04;3967975,93;0;615756,21;5279718,05
2008;Fevereiro;ES;133889468,6;7228,02;6007196,94;2827682,97;2264140,01;80436401,59;34778933,52
2008;Fevereiro;GO;19839880,73;6181,68;7259828,93;7392588,72;9850213,49;12597728,02;16304169,81
2008;Fevereiro;MA;4515626,18;230,76;1910012,35;4916140,33;0;4174815,78;1904128,45
2008;Fevereiro;MT;1517895,04;908,21;2636404,28;2309456,57;0;652367,63;1943161,78
2008;Fevereiro;MS;9410873,54;788,23;1431962,07;231179,65;0;241990,38;2998400,04
2008;Fevereiro;MG;27259542,68;11412,5;23672035,22;13547266,71;61496805,38;18138774,2;96573977,22
2008;Fevereiro;PA;845553,94;709,8;7700385,29;4662025,56;0;381371,52;2327470,53
2008;Fevereiro;PB;1105854,75;500,9;2911031,77;1792386,94;0;546899,14;2675566,97
2008;Fevereiro;PR;84761393,56;61012,17;10658207,02;8322621,54;71967637,27;47813010,34;78967521,18
2008;Fevereiro;PE;20680131,52;6380,81;9325976,61;15784133,76;4572,7;8667389,76;29215533,43
2008;Fevereiro;PI;83436,54;265,45;1235938,6;2364838,31;0;51154,77;1225917,09
2008;Fevereiro;RJ;115407754,4;7853,66;40820722,22;27246694,83;26239491,54;54702258,28;119325425,3
2008;Fevereiro;RN;389144,26;1159,52;3045409,6;1738886,19;155;140890,87;1265909,34
2008;Fevereiro;RS;47754842,06;12325,17;40459028,39;12711384,79;39214633,61;44724967,99;99147255,55
2008;Fevereiro;RO;10695,44;267,33;1099616,49;5231,04;3001,97;3710,01;849735,93
2008;Fevereiro;RR;154304,18;140,36;576178,23;0;0;44750,95;4296,4
2008;Fevereiro;SC;77639925,89;6900,59;11271919,86;9115383,41;0;38604984,2;66924728,77
2008;Fevereiro;SP;552505130,9;145370,86;80824720,29;65141024,22;234031925,3;293184334,5;646337670,6
2008;Fevereiro;SE;286576,96;2098,82;1459947,45;3618701,05;0;174094,9;1718450,25
2008;Fevereiro;TO;4900,38;1718,82;857025,41;1816,39;0;0;291869,79
2008;Maro;AC;11449,71;16,5;370269,15;0;0;0;20226,82
2008;Maro;AL;613946,9;10741,99;2065806,88;713405,25;8351,49;410523,32;3529637,19
2008;Maro;AP;126651,64;5,12;919734,55;0;4517,05;17497,28;157636,85
2008;Maro;AM;27842871,19;736,86;2215231,3;2931857,44;10519,45;18496740,2;8370326,01
2008;Maro;BA;25877803,67;6758,64;7470681,31;13979957,57;30;33865920,15;35165560,42
2008;Maro;CE;9984706,69;1490,75;3917747,94;7103852,52;401943,86;5315055,07;10351624,26
2008;Maro;DF;2377108,74;1924;5111006;2906967,56;0;1551607,29;4800361,23
2008;Maro;ES;138815747,4;10741,3;5483878,3;2415431,93;3199767,65;86853100,55;32150375,59
2008;Maro;GO;35669945,21;15459,02;6892989,81;6806674,61;17762536,98;26565816,78;17228137,54
2008;Maro;MA;8333404,54;6894,53;1628097,89;4560549,97;0;4065199,68;2268741,64
2008;Maro;MT;1675718,6;1387,22;2643952,58;2050759,02;0;805284,41;2025735,25
2008;Maro;MS;18608274,84;829,95;1341733,89;237867,98;0;63380,68;2682790,76
2008;Maro;MG;22234080,21;10668,32;22465303,38;10063277,83;148420400,6;12432739,76;120629912,2
2008;Maro;PA;711404,95;7791,59;6770267,58;3313720,54;40;158554,43;2367834,55
2008;Maro;PB;1131925,56;5343,46;2686188,7;1435218,91;0;619337,42;2784622,62
2008;Maro;PR;67681484,04;60383,77;12841023,78;7566711,26;62804808,79;52865838,82;92148772,33
2008;Maro;PE;11421784,42;9588,21;8898990,54;13119409,65;101,11;8177673,61;29257613,65
2008;Maro;PI;12478,54;80,14;1142621,3;1803352,24;0;0;1032415,47
2008;Maro;RJ;102567384,4;7812,99;38186903,51;23324220,97;43712909,03;62190805,64;119783017,8
2008;Maro;RN;272895,31;7062,08;2856820,88;1135366,24;11225,08;181430,13;2055394,45
2008;Maro;RS;48902760,73;6636,18;39335486,68;15211664,75;60211660,26;57384093,97;96149050,14
2008;Maro;RO;8902,14;75,52;1152533,13;5000,59;556,01;0;922537,49
2008;Maro;RR;74950,46;9,55;540909,72;0;0;634,43;3438,06
2008;Maro;SC;83177800,05;7682,54;11315847,05;9202731,75;0;40618317,91;69785074,51
2008;Maro;SP;559237890,6;192979,18;80195950,62;55299039,58;246350990,9;288565594;685585461,6
2008;Maro;SE;394916,29;218,5;1426612,25;2274853,72;0;312646,12;2121350,91
2008;Maro;TO;5302,2;28,12;856902,07;40467,45;0;0;219575,38
2008;Abril;AC;8992,08;19,46;340985,1;0;0;0;71629,97
2008;Abril;AL;183673,39;10667,49;1740709,05;738749,49;23030,09;259223,01;2940846,37
2008;Abril;AP;18231,15;4,5;817512,9;0;0;13283,74;134554,83
2008;Abril;AM;29985683,79;443,23;2112489,74;3044419,84;25696,37;16929484,65;11652412,1
2008;Abril;BA;23719202,12;10319,59;6949929,42;14355737,07;30;38255078,17;38260539,26
2008;Abril;CE;17388949,34;144236,08;3686861,44;7095652,36;569738,91;4337365,22;8943329,39
2008;Abril;DF;1170713,97;1689,9;4798902,96;3452258,63;0;656243,15;4081728,03
2008;Abril;ES;150464869,7;4143,87;5019052,25;1704972,17;1257376,19;101392218,2;35343830,61
2008;Abril;GO;30018125,28;11999,19;6552116,58;7891217,15;16063097,77;20000014,44;16099712,25
2008;Abril;MA;3029722,56;927,37;1577392,87;4408183;0;1857597,71;2244595,12
2008;Abril;MT;790549,3;1276,44;2556990,15;2360101,45;0;647291,49;1814901,09
2008;Abril;MS;750983,54;143,04;1295066,73;195376,53;2737,27;145051,37;3352958,3
2008;Abril;MG;22957220,9;15556,39;21301456,67;12868930,52;143249395,3;15753275,58;114813605,8
2008;Abril;PA;1207992,02;833,56;6474369,46;3823161,78;0;825340,89;7033243,96
2008;Abril;PB;1473525,28;8535,8;2597384,84;1340794,3;0;524185,72;3043478,32
2008;Abril;PR;82145456,47;77807,24;9459561,16;7802149,28;95229040,48;54146361,29;98282652,25
2008;Abril;PE;17974895,42;10261,74;8242607,22;14164509,18;143,11;12702613,48;27940172,81
2008;Abril;PI;13730,26;120,06;1049138,62;1361472,84;0;0;802757,55
2008;Abril;RJ;111673859;11351,39;37150477,48;24088704,75;38974881,18;60577003,47;115766750,4
2008;Abril;RN;523462,16;6902,67;2595763,1;1053105,65;155;270104,57;2168472,86
2008;Abril;RS;40431555,7;25150,01;33690616,91;12104882,92;53740192,5;51280144,26;99763868,21
2008;Abril;RO;14242,13;88,47;1035682,43;5144,71;15218,9;6443,02;684193,36
2008;Abril;RR;42810,18;13,49;572680,04;0;0;342,68;3199,03
2008;Abril;SC;78524941,35;23976,07;10385134,38;7966359,17;0;35253718,81;70250890,52
2008;Abril;SP;620192578,6;331621,12;76133335,21;64240258,59;235887845;319706985,7;728550765,2
2008;Abril;SE;16223,74;699,37;1381360,24;2266008,51;0;292189,15;1698405,14
2008;Abril;TO;4472,89;1779,1;839241,74;1724,2;0;0;208748,67
2008;Maio;AC;9677,35;20,7;417290,45;0;7455,26;0;44050,9
2008;Maio;AL;194642,04;10824,18;1979224,53;821206,56;0;77,61;3065357,78
2008;Maio;AP;6601,17;3,63;891220,15;0;0;6440,03;137161,33
2008;Maio;AM;34210054,85;116,47;2182391,77;3383942,15;6003,19;20966698,91;14290799,48
2008;Maio;BA;27986990,29;95878,18;7225792,66;16089336,12;30;32417668,36;39564251,13
2008;Maio;CE;10257017,92;1408,71;4022284,39;8608746,19;708545,74;5326059,01;8708661,17
2008;Maio;DF;1101055;816,44;5194149,58;3760966,7;0;818147,23;6843864,23
2008;Maio;ES;130530078,2;8897,6;5865233,53;2896807,37;1329619,12;86124896,37;30779820,49
2008;Maio;GO;29570918,64;19745,96;7159715,2;9473115,99;11098538,61;21532786,07;16959900,43
2008;Maio;MA;4012817,49;8614,99;1803330,44;6748921,31;0;2808875,97;1790466,87
2008;Maio;MT;1203385,25;1234,97;2716328,74;1864091,95;0;835408,6;1998963,98
2008;Maio;MS;9256464,23;3109,38;1321540,58;197950,66;0;710341,91;6427976,3
2008;Maio;MG;36659481,58;16410,65;22651375,05;14057323,42;153592538,3;19883075,81;116950719,1
2008;Maio;PA;938708,97;733,46;6493541,58;3543368,83;0;147983,36;2236479,67
2008;Maio;PB;1691693,99;1943,53;2587507,76;1366986,71;0;512344,39;3932122,14
2008;Maio;PR;93403709,2;140238,35;9755977,92;7469571,01;74434527,5;66371277,07;96591458,11
2008;Maio;PE;18247970,33;13566,61;8562014,04;15168170,36;0;9855920,66;29065677,37
2008;Maio;PI;140892,27;179,26;1223340,03;1994897,73;0;104526,06;834784,46
2008;Maio;RJ;125874482,4;7659,61;37226419,17;28027869,63;47425342,08;56617321,99;114486625,9
2008;Maio;RN;330785,15;7953,15;2541958,22;1216710,69;155;107239,32;1904338,53
2008;Maio;RS;49218649,6;28590,2;35934235,88;10443967,02;51918904,69;57875962,71;117337385,8
2008;Maio;RO;25313,07;99,89;1097137,06;8922,9;14349,14;3839,47;850374,07
2008;Maio;RR;25433,65;14,15;550953,8;0;0;534,27;5478,11
2008;Maio;SC;78730244,53;41171,86;10697067,34;7965846,76;0;39210778,74;82544633,55
2008;Maio;SP;650364563,4;368680,73;78567548,45;59270834,55;211126160,3;356217873,8;746389898,1
2008;Maio;SE;671645,61;277,63;1362545,55;2614132,05;0;260162,14;1742218,25
2008;Maio;TO;4511,56;30,88;825948,24;1598,11;0;0;231783,2
2008;Junho;AC;6835,49;14,07;407710;0;7455,25;0;44700,34
2008;Junho;AL;106915,13;10760,45;1975768,72;898294,17;10949,69;41194,71;3356032,26
2008;Junho;AP;39969,13;4,48;919125,93;0;0;35949,91;115839,75
2008;Junho;AM;26802609,96;3293,44;2334274,52;3765588,86;79035,81;16558877,83;9172351,55
2008;Junho;BA;27643721,89;64518,71;8007676,68;17050012,94;48,08;36659199,48;40215828,1
2008;Junho;CE;14701236,63;6011,99;4374139,79;9109098,59;28580;5782631,27;8095821,64
2008;Junho;DF;1879370,21;-235,4;5126349,21;4033895,97;0;1405187,17;4259057,76
2008;Junho;ES;131062007;10068,09;5377365,88;2226510,33;1536292,38;81577969,26;36631028,23
2008;Junho;GO;44351603,37;12552,21;7238931,26;8895909,59;4405720,54;34876213,7;11405295,94
2008;Junho;MA;5044107,43;508,18;1896415,22;7163377,47;0;2994113,4;2119926,29
2008;Junho;MT;1809726,88;1532,73;2847353,15;2561519,49;3606,32;1085655,4;2250038,49
2008;Junho;MS;6294960,11;1549,48;1363539,68;238772,02;0;469962,02;5082993,09
2008;Junho;MG;34998377,72;22505;22854865,76;12759347,75;59965556,36;21383494,9;130930787,1
2008;Junho;PA;2188987,62;1801,05;7407409,02;3533710,14;0;612830,38;2344622,5
2008;Junho;PB;2496660,49;1634,08;2930002,43;1812398,7;0;1053216,41;4647078,13
2008;Junho;PR;92088438,41;136056,1;9885026,03;7179965,9;39768409,44;68289835,41;93841029,18
2008;Junho;PE;16242576,28;6779,41;9248918,6;20522029,18;267,61;12496419,73;31405120,28
2008;Junho;PI;93958,34;184,6;1330241,75;2400258,69;0;56365,02;937980,62
2008;Junho;RJ;127269899,3;7905,35;36730363,13;27021311,88;26503681,84;69566239,56;111342060,9
2008;Junho;RN;454260,2;1102,13;2798564,12;1303183,05;155;119822,66;5995670,75
2008;Junho;RS;49995808,21;46099,74;31696175,32;8586836,94;23118920,22;59088207,42;105227618,2
2008;Junho;RO;175268,43;1898,1;1245435,4;7856,85;3012,05;45301,35;672653,37
2008;Junho;RR;26738,05;11,84;506327,84;0;0;7908,19;5578,27
2008;Junho;SC;89709949,76;11660,48;10905190,73;7697620,04;0;43484386,59;82055347,12
2008;Junho;SP;641672810,8;214990,85;79606700,02;65022100,36;107373861,8;335829508,4;714249405,4
2008;Junho;SE;268187,62;357,02;1455523,05;3421399,25;0;218747,19;2080989,85
2008;Junho;TO;5128,46;29,52;931248,3;1368,19;0;0;300025,71
2008;Julho;AC;11577,78;145,38;347568,03;0;0;2598,53;41967,97
2008;Julho;AL;36342,09;10932,5;1628815,29;700210,04;33498,91;11309,33;4669426,05
2008;Julho;AP;7993,97;7,08;782495,34;0;0;510,9;190895,54
2008;Julho;AM;32489963,09;2176,7;2213237,05;3339248,54;0;24196360,24;16849418,14
2008;Julho;BA;38417722,96;100205,11;6545909,35;14213131,64;3141,33;38720581,81;41996202,26
2008;Julho;CE;17940836,93;1131,23;4114745,89;7459302,01;1766758,21;8663172,88;9701883,42
2008;Julho;DF;1948262,95;4138,22;4607171,94;3809784,38;4962,81;1730833,4;5386470,48
2008;Julho;ES;137648238,6;4763,56;4963363,82;2081822,69;3975134,07;88139697,24;41961295,04
2008;Julho;GO;47086576,44;49493,32;6550249,1;7333881,56;13591108,43;32574642,56;20352835,59
2008;Julho;MA;6946772,96;7634,61;1843113,85;7237178,51;0;3928940,08;1303836,9
2008;Julho;MT;2476106,16;2111,74;2556618,99;3185062,59;0;832858,45;2201454,25
2008;Julho;MS;2036116,53;1361,76;1215542,95;190795,02;0;181377,21;6632270,38
2008;Julho;MG;34742994,73;13912,24;20021782,03;10735188,01;157162677;23763190,3;121699961,1
2008;Julho;PA;633266,82;5329,09;7646761,52;4178341,22;0;342178,55;2465422,37
2008;Julho;PB;2577454,57;24850,4;2507035,38;1427450,5;0;584079,81;4413959,12
2008;Julho;PR;98278157,65;77278,12;9155390,65;6389642,23;88596699,43;83579073,92;102323535,2
2008;Julho;PE;17827420,91;16440,76;7529701,36;16632492,65;267,61;16119444,63;26258274,23
2008;Julho;PI;88592,2;151,33;1241990,84;1860396,18;0;59360,23;1059288,76
2008;Julho;RJ;133342023,4;9207,9;33676596,69;25171961,56;31362619,49;70809389,97;124655144,6
2008;Julho;RN;778252,79;680,17;2556780,4;1136618,14;8602,2;187653,18;2425220,59
2008;Julho;RS;52696569,47;41358,66;28987650,82;8123323,41;54269880,38;71656911,75;119570647,3
2008;Julho;RO;76432;111,79;1103609,53;7374,93;6682,19;421,34;1121361,81
2008;Julho;RR;38327,34;-24,42;514873,12;0;0;600,38;312,1
2008;Julho;SC;90199824,89;14069,77;9636325,83;6567721,34;0;47234538,61;82690573,66
2008;Julho;SP;674659818,2;473462,22;70001878,81;61733265,18;288739237;373091158,2;741201205,5
2008;Julho;SE;56498,63;370,74;1319884,04;2218810,94;0;582750,02;1886253,27
2008;Julho;TO;6343,22;560,61;889854,71;2059,51;0;872,21;348659,4
2008;Agosto;AC;8263,95;25,06;550381,78;0;10421,7;85,68;43792,68
2008;Agosto;AL;950468,19;10999,98;2587978,61;817246,13;3116,44;534324,5;4320228,41
2008;Agosto;AP;950,66;4,5;1200993,64;0;30964,04;8874,8;95586,38
2008;Agosto;AM;38317899,94;2114,58;3567132,65;3927387,12;59729,68;26260901,03;16099452,99
2008;Agosto;BA;29671701,48;59761,68;9342742,99;13817622,63;0;27631763,16;45768455,97
2008;Agosto;CE;15923187;2151,21;5996112,24;8648885,36;770930,46;4724123;7104052,11
2008;Agosto;DF;1583164,06;5515,88;6223303,2;3972220,07;0;975376,67;5104112,04
2008;Agosto;ES;177145930,1;10929,7;6828967,7;2552332,35;2288063,92;80051143,67;36692774,81
2008;Agosto;GO;43741897,91;6895,06;9121639,8;7233559,92;17498296,86;30653500,36;17918767,79
2008;Agosto;MA;4768234,65;1786,89;2741417,27;7703395,13;0;3217094,1;1508728,29
2008;Agosto;MT;1306047,29;507,24;3343206,28;3283717,17;37244,14;2022602,72;2961968,62
2008;Agosto;MS;2370395,7;1680,22;1651637,58;245580,08;0;659172,4;5961723,76
2008;Agosto;MG;31739982;30513,24;28499620,81;13603323,34;143762517,7;21466090,36;126620772,4
2008;Agosto;PA;1471387,03;574,07;5776976,21;4728666,96;0;306047,67;3320983,84
2008;Agosto;PB;2368094,78;1187,52;3737953,72;1512274,54;0;1493446,89;4008340,16
2008;Agosto;PR;97124173,17;93263,39;12502418,54;7937202,01;98140640,76;69832394,42;101799337,5
2008;Agosto;PE;19975205,23;15672,94;11614605,91;15365707,5;3740,43;11007905,58;32807131,05
2008;Agosto;PI;16467,91;199,06;1764396,35;2169350,86;0;0;1075390,36
2008;Agosto;RJ;142313732,1;7319,92;46854291,15;26071779,53;50484003,08;76689611,82;131757679,9
2008;Agosto;RN;713815,64;151,86;3611140,97;1290806,04;174,37;210252,17;2294336,31
2008;Agosto;RS;61668024,63;83333,08;37858092,6;9478276,9;52161163,22;67556357,19;123234751,4
2008;Agosto;RO;13474,96;254,93;1564260,63;6651,03;13457,53;3699,45;851649,52
2008;Agosto;RR;37378,97;12,36;642523,62;0;0;769,45;5264,83
2008;Agosto;SC;100906185,6;159996,18;13707802,57;8279379,14;0;50441200,26;96489045,45
2008;Agosto;SP;673880967,4;322767,85;96870794;67879104,36;235342531,5;353803413,9;809922362,1
2008;Agosto;SE;58734,31;342,14;1960743,97;1919237,11;0;23109,29;2359889,53
2008;Agosto;TO;5174,77;1259,14;1140035,89;589,3;2393,1;0;375526,47
2008;Setembro;AC;1967,82;61,77;334753,55;0;7455,26;0;48201,64
2008;Setembro;AL;88607,96;11017,87;1720839,44;587808,82;9928,59;9193,19;3393567,56
2008;Setembro;AP;216995,07;285,47;820314,12;0;0;22113,8;120308,75
2008;Setembro;AM;46427867,67;1554,4;2003639,78;2675646,59;69862,61;37458720,67;10199728,22
2008;Setembro;BA;34571687,85;224557,86;7331375,96;11344879,71;10;45382621,01;44196829,41
2008;Setembro;CE;17898553,9;2053,8;4037811,62;7066302,69;631305,06;10413192,79;8732353,91
2008;Setembro;DF;1933570,79;2567,15;4341586,61;2879640,61;0;1605389,17;5201033,39
2008;Setembro;ES;167944447,1;2645,5;4762143,12;2370963,13;3594785,13;107184828,2;33499674,23
2008;Setembro;GO;55770090,89;21625,73;6228771,37;6789999,48;18721672,08;44606492,79;17906572,92
2008;Setembro;MA;5859709,52;2122,71;1903709,62;5572099,14;0;4411143,77;1373323,71
2008;Setembro;MT;1904806,67;3751,59;2696926,86;2372780,08;0;780966,95;2693081,11
2008;Setembro;MS;2859922,57;1552,6;1280962,59;140996,37;0;268247,51;5049676,22
2008;Setembro;MG;36118562,36;28423,24;18940183,94;9856485,49;143378964,8;26623016,72;126627224,2
2008;Setembro;PA;3090464,96;63327,3;5851545,37;2808884,21;0;565665,87;2770860,7
2008;Setembro;PB;2281513,1;1762,49;2327973,83;1022355,68;0;819560,21;4059392,66
2008;Setembro;PR;124985509,7;253986,28;9180353,26;4822641,43;72690730,41;93650093,09;103143228,4
2008;Setembro;PE;23845555,05;32412,46;7696099,87;10209050,79;0;19927158,26;30851028,12
2008;Setembro;PI;56997,48;835,79;1189023,25;1459417,32;0;28125,82;1117540,52
2008;Setembro;RJ;147324626,8;9669,14;34276850,24;17135048,39;55267575,56;83971468,65;143297395,6
2008;Setembro;RN;1367747,84;507,42;2450733,71;941920,77;15029,71;343310,27;2039947,99
2008;Setembro;RS;61795824,4;27582,94;44701028,34;5722403,59;65386933,23;77450430,53;113043403,2
2008;Setembro;RO;362926,34;128,87;1023813,03;5796,44;2923,35;438,95;936550,01
2008;Setembro;RR;80646,88;15,95;454329,1;0;0;7382,29;3562,39
2008;Setembro;SC;118375037,8;101064;9284414,62;6368923,39;-1977,37;59159875,01;89999290,86
2008;Setembro;SP;802906929,1;209273,88;75713062,46;47137062,16;287028935,3;441093666,8;806253401,5
2008;Setembro;SE;787352,01;306,6;1476173,02;2106024,28;0;136924,48;1922636,87
2008;Setembro;TO;5211,64;105,52;861273,5;1905,34;0;0;308044,73
2008;Outubro;AC;6675,14;26,39;362458,44;0;0;897,39;47107,08
2008;Outubro;AL;1730958,74;11109,2;2076969,13;737044,51;14172,15;248243,6;3373411,01
2008;Outubro;AP;-179256,56;9,58;926260,02;0;0;2316,44;60517,42
2008;Outubro;AM;50410292,76;2622,32;2589670,18;2669831,95;25951,02;34856963,98;19370166,76
2008;Outubro;BA;33004227,84;139816,01;7391691,06;15425866,7;0;42269303,19;46239355,96
2008;Outubro;CE;21823491,27;4151,68;4641174,11;7940710,11;0;7610378,38;10094711,41
2008;Outubro;DF;2059848,27;9686,14;4801255,81;3100081,49;372,17;1265761,01;5484960,66
2008;Outubro;ES;183845096,2;10486,08;5291292,41;1842267,85;2364304,32;119586633,7;34421538,19
2008;Outubro;GO;43696713,42;39346,77;7343821,04;7072679,66;12052641,36;30225408,29;18901858,31
2008;Outubro;MA;3407784,73;8587,69;2155771,08;5070504,77;0;3787049,35;1077538,5
2008;Outubro;MT;1904835,79;2553,86;2981798,28;2681755,56;2759,08;1699151,68;2564544,25
2008;Outubro;MS;4086455,14;406,2;1341170,29;181018,07;13455,72;280231,01;7719225,18
2008;Outubro;MG;33915909,83;52231,95;21757616,7;8216480,66;151989757,8;22993123,12;130400534,7
2008;Outubro;PA;2756565,19;40378,83;5754802,51;3357823,15;0;997045,94;2438721,92
2008;Outubro;PB;5284130,56;9167,33;2868201,47;1422170,07;0;910059,12;4923357,71
2008;Outubro;PR;133283878,8;155605,49;9358887,85;4980308,52;81342696,28;87142169,74;106704679,8
2008;Outubro;PE;24641690,12;21210,11;8384013,5;17785087,44;3269,95;22141731,91;29587725,55
2008;Outubro;PI;211643,32;263,22;1402459,87;1847517,57;0;150434,08;1803319,62
2008;Outubro;RJ;196800395,8;26203,4;34566076,97;13400572,88;38916374,01;110815742;129097940,8
2008;Outubro;RN;519928,07;2794,48;2881985,13;1054948,89;3338,09;244857,51;2285609,83
2008;Outubro;RS;75232978,5;93955,8;28866680,49;7711086,77;77548902,26;99908329,19;122141393,3
2008;Outubro;RO;20751,85;115,46;1197806,76;6297,65;14743,69;426,16;755942,1
2008;Outubro;RR;84179,54;131,39;555021,6;0;0;43624,12;2896,85
2008;Outubro;SC;139718157,3;87976,54;10800223,08;4703950,67;24668,58;80572918,94;88459932,77
2008;Outubro;SP;937915289;356244,48;74306969,55;52088465,93;232306755,1;508417342,9;837732138,9
2008;Outubro;SE;348911,33;334,45;1523694,5;2763217,96;0;392304,53;2931429,54
2008;Outubro;TO;4695,49;3071,78;917929,61;4657,38;0;0;238264,33
2008;Novembro;AC;16255,52;28,13;465718,12;0;3931,77;528,89;46931,3
2008;Novembro;AL;81942,56;12276,57;2420577,42;1166386,06;0;84504,65;1532229,18
2008;Novembro;AP;123479,86;4,1;1089046,83;0;0;77213,54;262083,54
2008;Novembro;AM;48685485,97;1445,99;2739564,66;4271057,8;14090,98;26421937,43;24273963,49
2008;Novembro;BA;52225699,76;62565,07;8379274,77;16095433,21;10;56940580,7;44865243,11
2008;Novembro;CE;25599539,74;2863,13;5222870,46;9252114,52;0;13783444,13;10978669,11
2008;Novembro;DF;1856528,47;11763,5;5400662,48;4352875,6;0;933808,46;5747830,43
2008;Novembro;ES;158868403,6;871,67;5853244,97;2511421,32;577094,98;102701935,7;23199994,77
2008;Novembro;GO;14865862,7;13612,98;7851672,02;8477455,69;5052541,7;8470902,15;17885799,44
2008;Novembro;MA;3768991,88;4682,42;2150126,1;8111283,37;0;2776055,03;1140840,55
2008;Novembro;MT;1689220,92;3090,69;3026031,51;3753000,07;0;1674265,76;2619175,69
2008;Novembro;MS;2277024,1;1079,11;1552259,67;163376,17;0;613780,28;4832920,63
2008;Novembro;MG;31156767,02;21508,33;23371855,2;14078152,13;112058242,6;22995114,13;117381804,2
2008;Novembro;PA;3930649,12;35765,95;6105265,55;5275448,81;0;1217543,52;3098220,84
2008;Novembro;PB;4024761,74;3910,64;3099403,09;1463438,88;0;1124804,76;5238790,25
2008;Novembro;PR;151334286,1;67303,07;11122482,77;8502545,33;16391455,33;128874350,8;122322315,5
2008;Novembro;PE;29720094,63;12072,4;9859392,64;15726932,11;0;21613441,14;37496827,25
2008;Novembro;PI;64198,63;123,6;1472689,4;2382046,88;0;21475,68;1344646,53
2008;Novembro;RJ;176226928,7;24123,2;40690758,39;29767479,05;31852896,11;114964445,1;142853072
2008;Novembro;RN;571753,87;2306,68;3087756,5;1504568,83;4536,02;219401,51;2537005,49
2008;Novembro;RS;76327789,79;18733,97;38930471,09;12754901,83;36031897,93;90536567,58;108422933,3
2008;Novembro;RO;9948,11;535,87;1273364,46;6319,66;13767,38;241,06;1589351,3
2008;Novembro;RR;52186,42;22,35;587714,67;0;0;33714,29;3939,19
2008;Novembro;SC;120710159,3;74892,97;12161881,67;9779013,24;1483407,78;59936909,71;80999297,76
2008;Novembro;SP;847534367,2;119554,1;82748757,65;65254860,64;229775520,5;433645738,6;800106900,1
2008;Novembro;SE;140580,73;553,46;1669643,2;4919076,43;60,04;758744,77;2026513,42
2008;Novembro;TO;5055,79;24,32;1000336,02;8404,03;0;0;199366,71
2008;Dezembro;AC;2416,3;21,52;371541,67;0;8253,47;0;42923,5
2008;Dezembro;AL;81383,41;11565,78;2467981,02;1088850,31;8979,39;1950,3;2178291,23
2008;Dezembro;AP;28307,02;6,23;1093760,57;0;0;951649,68;51670,5
2008;Dezembro;AM;37141047,76;2414,09;2903155,19;4062838,61;7065,67;19103331,68;17169962,08
2008;Dezembro;BA;44540377,54;115712,81;8278519,78;18920479,74;-538308,36;36348790,01;41758182,38
2008;Dezembro;CE;17040409,86;-138164,3;5128052,32;8845951,05;0;9595738,93;10477098,81
2008;Dezembro;DF;1952912,86;-209,34;5482254,24;3667513,03;0;1001849,23;4293526,65
2008;Dezembro;ES;151919540,2;1298,94;5521324,84;3061801,3;3817669,61;92606146,66;33446035,4
2008;Dezembro;GO;33965459,35;13024,06;7881293,27;7340756,7;10990498,93;23374957,78;14666200,14
2008;Dezembro;MA;10651406,61;3086,71;2156457,67;4897093,16;0;2821486,31;1122767,65
2008;Dezembro;MT;2080745,43;1698,79;3179877,07;3325200,64;0;1824321,34;2165980,88
2008;Dezembro;MS;428063,28;1230,11;1543082,32;255484,16;0;233811,42;3058470,26
2008;Dezembro;MG;37205488,67;26007,86;22860320,48;11887554,69;82517111,18;26356227,7;104780231,1
2008;Dezembro;PA;3286963,94;13646,66;6133680,79;4414304,64;0;1000409,53;2570576,44
2008;Dezembro;PB;3801979,06;2883,74;3055512,97;1404836,54;0;1514267,25;4819509,73
2008;Dezembro;PR;138034480,8;38003,39;11611009,76;8658959,71;28127810,98;95506736,93;94034308,89
2008;Dezembro;PE;28435574,18;10366,59;10574422,09;14561180,13;0;18266166,2;35352961,58
2008;Dezembro;PI;8623,08;292,79;1531280,16;2566347,16;0;707,19;1335525,96
2008;Dezembro;RJ;154634994,8;-2076,65;40614768,45;19338442,19;16918011,19;97746387,89;113259650,6
2008;Dezembro;RN;973310,22;4034,8;3125393,95;1461813,14;6514,32;281719,82;2097532,08
2008;Dezembro;RS;60987535,1;68805,04;54912991,88;16469258,7;8535978,53;74284925,12;102620434,6
2008;Dezembro;RO;10384,28;57,62;1247773,26;9815,98;4321,63;305,08;818224,8
2008;Dezembro;RR;64388,7;3793,28;543370,49;0;0;738,77;10425,99
2008;Dezembro;SC;110519266,2;15465,87;7769376,8;8895201,15;-1454896,09;54676694,41;55803528,67
2008;Dezembro;SP;797563418,2;107279,14;89161257,4;51616085,22;146246403,4;405645415;708769202,2
2008;Dezembro;SE;72736,33;1364,69;1723202,01;3539571,86;60,04;28112,32;3407781,01
2008;Dezembro;TO;4701,32;66,62;1004794,4;0;0;0;293281,21
2009;Janeiro;AC;9641,13;20,08;391271,46;0;26998,28;0;46508,35
2009;Janeiro;AL;9081,77;11151,7;2337700,93;1687672,43;0;4553,82;2755775,38
