Ano;Mes;UF;IMPOSTO SOBRE IMPORTACAO;IMPOSTO SOBRE EXPORTACAO;IPI - FUMO;IPI - BEBIDAS;IPI - AUTOMOVEIS;IPI - VINCULADO  IMPORTACAO;IPI - OUTROS
2000;Janeiro;AC;R$231; R$ -   ;R$292.096; R$ -   ; R$ -   ;R$167;R$1.558
2000;Janeiro;AL;R$475.088;R$33.873;R$1.329.338;R$812.470; R$ -   ;R$141.735;R$3.676.847
2000;Janeiro;AM;R$11.679.405; R$ -   ;R$1.507.146;R$1.791.471;R$27.796;R$4.414.483;R$1.800.346
2000;Janeiro;AP;R$24.267; R$ -   ;R$424.862;R$1.419;R$321;R$22.333;R$12.165
2000;Janeiro;BA;R$10.476.457;R$13;R$5.542.123;R$11.533.707; R$ -   ;R$7.496.476;R$23.743.858
2000;Janeiro;CE;R$5.576.921; R$ -   ;R$4.535.653;R$3.148.254; R$ -   ;R$1.734.529;R$3.716.458
2000;Janeiro;DF;R$2.254.341;R$43;R$3.197.500;R$2.777.942; R$ -   ;R$2.079.272;R$2.433.339
2000;Janeiro;ES;R$31.950.799; R$ -   ;R$3.598.736;R$20.408;R$1.503.039;R$26.840.430;R$4.036.463
2000;Janeiro;GO;R$3.747.911; R$ -   ;R$3.236.092;R$5.064.141;R$1.091.185;R$986.314;R$2.654.994
2000;Janeiro;MA;R$1.714.749;R$69;R$1.124.738;R$4.061.569; R$ -   ;R$206.691;R$484.436
2000;Janeiro;MG;R$35.549.181;R$57;R$15.511.142;R$12.111.623;R$29.305.691;R$15.049.305;R$38.667.924
2000;Janeiro;MS;R$437.668; R$ -   ;R$899.850;R$268.111; R$ -   ;R$365.983;R$626.188
2000;Janeiro;MT;R$302.002; R$ -   ;R$1.837.228;R$2.734.966; R$ -   ;R$98.807;R$322.126
2000;Janeiro;PA;R$1.321.715; R$ -   ;R$2.506.107;R$1.255.572; R$ -   ;R$771.308;R$842.141
2000;Janeiro;PB;R$1.351.422; R$ -   ;R$1.971.817;R$5.556.557; R$ -   ;R$763.383;R$1.729.472
2000;Janeiro;PE;R$6.268.803;R$13;R$6.167.644;R$5.650.794; R$ -   ;R$2.688.235;R$8.230.496
2000;Janeiro;PI;R$382.374; R$ -   ;R$1.001.688;R$2.261.830; R$ -   ;R$88.220;R$261.477
2000;Janeiro;PR;R$45.984.119; R$ -   ;R$10.114.872;R$5.045.577;R$12.768.408;R$23.702.615;R$26.596.165
2000;Janeiro;RJ;R$54.679.975;R$110;R$24.542.326;R$30.839.175;R$4.605;R$28.145.513;R$47.564.082
2000;Janeiro;RN;R$997.074; R$ -   ;R$1.849.649;R$1.973.085; R$ -   ;R$586.673;R$150.429
2000;Janeiro;RO;R$10.184; R$ -   ;R$604.552; R$ -   ; R$ -   ;R$6.453;R$26.622
2000;Janeiro;RR;R$2.047; R$ -   ;R$248.589; R$ -   ; R$ -   ;R$690; R$ -   
2000;Janeiro;RS;R$23.706.984;R$17.019;R$15.940.060;R$13.444.334;R$479;R$12.988.034;R$50.885.273
2000;Janeiro;SC;R$10.437.923; R$ -   ;R$6.511.482;R$5.851.028;R$23;R$5.583.498;R$20.069.652
2000;Janeiro;SE;R$641.774; R$ -   ;R$981.545;R$4.912.423; R$ -   ;R$491.998;R$736.311
2000;Janeiro;SP;R$314.476.068;R$943;R$61.452.206;R$53.883.669;R$49.619.167;R$176.643.862;R$291.724.165
2000;Janeiro;TO;R$93;R$161;R$390.924;R$77.031; R$ -   ;R$31;R$23.154
2000;Fevereiro;AC;R$441; R$ -   ;R$255.361; R$ -   ; R$ -   ; R$ -   ;R$11.437
2000;Fevereiro;AL;R$291.946; R$ -   ;R$1.277.065;R$729.351; R$ -   ;R$87.642;R$3.166.326
2000;Fevereiro;AP;R$24.385; R$ -   ;R$346.633;R$1.936;R$321;R$29.102;R$2.038
2000;Fevereiro;AM;R$10.801.921; R$ -   ;R$1.344.628;R$1.120.477; R$ -   ;R$2.834.547;R$837.811
2000;Fevereiro;BA;R$10.061.984; R$ -   ;R$5.105.347;R$7.942.198; R$ -   ;R$10.879.368;R$25.325.931
2000;Fevereiro;CE;R$6.869.180; R$ -   ;R$4.116.955;R$2.240.524; R$ -   ;R$1.325.196;R$4.111.362
2000;Fevereiro;DF;R$2.526.852;R$133;R$3.263.271;R$3.316.026; R$ -   ;R$2.710.993;R$1.039.924
2000;Fevereiro;ES;R$46.433.679; R$ -   ;R$3.001.093;R$136.575;R$1.664.809;R$31.494.287;R$4.910.983
2000;Fevereiro;GO;R$2.759.681; R$ -   ;R$3.019.726;R$3.879.169; R$ -   ;R$644.524;R$2.672.330
2000;Fevereiro;MA;R$721.208; R$ -   ;R$1.034.129;R$2.964.582; R$ -   ;R$205.873;R$806.613
2000;Fevereiro;MT;R$768.340; R$ -   ;R$1.560.110;R$1.912.273; R$ -   ;R$160.736;R$472.501
2000;Fevereiro;MS;R$227.166; R$ -   ;R$838.814;R$171.200; R$ -   ;R$159.741;R$597.463
2000;Fevereiro;MG;R$28.321.797;R$13;R$14.225.672;R$8.174.782;R$45.788.926;R$13.539.275;R$49.137.262
2000;Fevereiro;PA;R$1.530.047;R$7.451;R$2.367.286;R$681.810; R$ -   ;R$836.712;R$859.849
2000;Fevereiro;PB;R$769.182; R$ -   ;R$1.839.704;R$2.143.795; R$ -   ;R$469.260;R$1.604.482
2000;Fevereiro;PR;R$50.820.306; R$ -   ;R$6.395.079;R$4.440.417;R$32.178.732;R$30.236.508;R$25.251.990
2000;Fevereiro;PE;R$8.305.184; R$ -   ;R$5.858.574;R$4.810.583; R$ -   ;R$3.339.032;R$8.981.822
2000;Fevereiro;PI;R$359.194; R$ -   ;R$928.022;R$677.756; R$ -   ;R$204.303;R$351.020
2000;Fevereiro;RJ;R$44.350.195;R$225;R$23.439.256;R$23.164.101;R$20.200;R$24.225.802;R$58.224.527
2000;Fevereiro;RN;R$780.184; R$ -   ;R$1.709.148;R$829.992; R$ -   ;R$331.106;R$119.458
2000;Fevereiro;RS;R$21.716.807;R$12.491;R$20.056.271;R$8.848.041; R$ -   ;R$13.330.148;R$54.949.401
2000;Fevereiro;RO;R$13.719; R$ -   ;R$574.302; R$ -   ; R$ -   ;R$6.661;R$28.357
2000;Fevereiro;RR;R$7.911; R$ -   ;R$237.936; R$ -   ; R$ -   ;R$5.655;R$1.006
2000;Fevereiro;SC;R$14.857.636;R$4.625;R$5.271.404;R$5.305.143; R$ -   ;R$8.433.527;R$24.542.123
2000;Fevereiro;SP;R$318.467.575;R$2.833;R$55.153.462;R$48.104.325;R$117.796.256;R$176.230.099;R$334.365.861
2000;Fevereiro;SE;R$632.278; R$ -   ;R$942.624;R$4.704.998; R$ -   ;R$393.152;R$1.146.194
2000;Fevereiro;TO;R$758.572; R$ -   ;R$363.071;R$83.379; R$ -   ;R$2.572;R$54.581
2000;Marco;AC;R$2.648; R$ -   ;R$245.759; R$ -   ; R$ -   ;R$101;R$7.468
2000;Marco;AL;R$426.343;R$17.202;R$1.203.411;R$916.046; R$ -   ;R$1.857;R$3.361.245
2000;Marco;AP;R$22.123; R$ -   ;R$350.123;R$751;R$321;R$25.742;R$3.748
2000;Marco;AM;R$10.972.356; R$ -   ;R$1.300.714;R$476.115;R$44.468;R$2.953.561;R$802.091
2000;Marco;BA;R$11.910.139;R$87;R$5.028.068;R$6.464.484; R$ -   ;R$11.469.220;R$21.694.437
2000;Marco;CE;R$6.648.280; R$ -   ;R$3.910.697;R$1.559.125; R$ -   ;R$1.185.619;R$2.963.050
2000;Marco;DF;R$1.999.507; R$ -   ;R$3.169.124;R$3.071.729;R$133;R$4.179.861;R$565.247
2000;Marco;ES;R$40.041.522; R$ -   ;R$3.156.288;R$148.665;R$1.811.185;R$29.806.015;R$8.066.467
2000;Marco;GO;R$4.472.041; R$ -   ;R$3.039.227;R$3.162.297;R$3.934;R$1.802.187;R$2.272.379
2000;Marco;MA;R$2.769.145; R$ -   ;R$983.250;R$2.703.036; R$ -   ;R$699.047;R$608.125
2000;Marco;MT;R$185.210; R$ -   ;R$1.566.771;R$1.693.267; R$ -   ;R$180.147;R$496.345
2000;Marco;MS;R$171.083;R$1.260;R$844.898;R$134.915; R$ -   ;R$69.710;R$537.548
2000;Marco;MG;R$38.897.767;R$17;R$14.151.052;R$9.249.928;R$12.681.892;R$18.303.569;R$41.330.478
2000;Marco;PA;R$1.156.356; R$ -   ;R$2.201.026;R$886.917;R$1.400;R$609.075;R$850.913
2000;Marco;PB;R$1.532.436; R$ -   ;R$1.745.940;R$597.509; R$ -   ;R$527.305;R$1.542.007
2000;Marco;PR;R$54.528.178;R$29;R$8.960.381;R$3.738.369;R$28.927.438;R$37.587.088;R$25.477.213
2000;Marco;PE;R$8.222.719; R$ -   ;R$5.767.054;R$3.401.471; R$ -   ;R$2.666.032;R$8.893.173
2000;Marco;PI;R$167.313; R$ -   ;R$779.287;R$479.517; R$ -   ;R$43.720;R$287.835
2000;Marco;RJ;R$65.588.102; R$ -   ;R$24.628.039;R$22.368.511;R$1.389.902;R$34.261.272;R$54.682.427
2000;Marco;RN;R$637.663; R$ -   ;R$1.620.931;R$391.301;R$9.829;R$304.190;R$184.138
2000;Marco;RS;R$23.656.856;R$10.533;R$19.086.716;R$6.191.020;R$1.085.235;R$17.221.780;R$52.196.987
2000;Marco;RO;R$12.843;R$51;R$576.570; R$ -   ;R$33;R$5.374;R$47.193
2000;Marco;RR;R$2.605; R$ -   ;R$253.833; R$ -   ; R$ -   ;R$25;R$2.453
2000;Marco;SC;R$14.547.721;R$8.100;R$5.101.687;R$4.353.315; R$ -   ;R$9.390.699;R$21.439.706
2000;Marco;SP;R$335.955.873;R$66;R$56.276.360;R$52.058.410;R$98.128.472;R$191.850.834;R$313.827.850
2000;Marco;SE;R$480.266; R$ -   ;R$852.707;R$4.558.290; R$ -   ;R$237.827;R$868.749
2000;Marco;TO;R$12.822; R$ -   ;R$354.505;R$40.573; R$ -   ;R$13.813;R$181.773
2000;Abril;AC;R$69; R$ -   ;R$281.844; R$ -   ; R$ -   ;R$53;R$15.332
2000;Abril;AL;R$431.496;R$34.670;R$1.335.161;R$666.420; R$ -   ;R$209.261;R$3.524.041
2000;Abril;AP;R$18.176; R$ -   ;R$392.010;R$1.372;R$2.089;R$21.265;R$5.564
2000;Abril;AM;R$11.653.014; R$ -   ;R$1.435.869;R$761.711;R$3.110;R$2.737.765;R$823.793
2000;Abril;BA;R$14.688.014;R$339;R$5.351.139;R$9.280.167; R$ -   ;R$14.580.507;R$26.640.025
2000;Abril;CE;R$6.404.554; R$ -   ;R$4.312.128;R$3.634.189;R$75;R$1.170.030;R$3.516.949
2000;Abril;DF;R$1.575.729;R$220;R$3.591.841;R$3.430.141; R$ -   ;R$1.787.121;R$918.468
2000;Abril;ES;R$39.356.046; R$ -   ;R$3.377.041;R$203.797;R$3.739.221;R$27.954.083;R$6.361.286
2000;Abril;GO;R$4.860.570; R$ -   ;R$3.397.095;R$4.191.750; R$ -   ;R$2.357.006;R$3.150.367
2000;Abril;MA;R$4.496.161; R$ -   ;R$988.884;R$2.518.789; R$ -   ;R$122.391;R$1.185.428
2000;Abril;MT;R$174.171; R$ -   ;R$1.734.122;R$1.934.977; R$ -   ;R$219.867;R$635.499
2000;Abril;MS;R$141.516; R$ -   ;R$943.385;R$320.225; R$ -   ;R$126.602;R$563.690
2000;Abril;MG;R$27.821.946; R$ -   ;R$15.715.488;R$11.453.240;R$35.308.685;R$11.187.247;R$50.343.579
2000;Abril;PA;R$1.182.931; R$ -   ;R$2.488.552;R$903.726; R$ -   ;R$694.707;R$1.026.390
2000;Abril;PB;R$998.391; R$ -   ;R$1.929.333;R$778.395; R$ -   ;R$430.864;R$1.676.840
2000;Abril;PR;R$53.090.478; R$ -   ;R$8.723.042;R$5.036.162;R$34.775.954;R$35.566.257;R$34.232.468
2000;Abril;PE;R$8.534.629; R$ -   ;R$6.298.798;R$5.553.873; R$ -   ;R$4.040.788;R$9.617.999
2000;Abril;PI;R$218.222; R$ -   ;R$800.617;R$42.627; R$ -   ;R$66.586;R$305.624
2000;Abril;RJ;R$42.783.664; R$ -   ;R$24.505.082;R$23.060.908;R$4.081.079;R$22.411.239;R$57.264.414
2000;Abril;RN;R$522.119; R$ -   ;R$1.815.090;R$369.474;R$206;R$217.905;R$657.685
2000;Abril;RS;R$20.469.201;R$4.834;R$24.970.501;R$10.272.176;R$684.495;R$14.204.307;R$62.034.677
2000;Abril;RO;R$3.564; R$ -   ;R$613.766; R$ -   ;R$32;R$907;R$75.616
2000;Abril;RR;R$1.129; R$ -   ;R$273.213; R$ -   ; R$ -   ;R$1.147;R$3.769
2000;Abril;SC;R$13.415.570;R$4.597;R$5.276.938;R$4.315.434; R$ -   ;R$8.152.983;R$25.346.482
2000;Abril;SP;R$318.429.601;R$4.172;R$60.008.546;R$62.100.019;R$142.109.773;R$175.997.052;R$398.685.779
2000;Abril;SE;R$903.877; R$ -   ;R$962.855;R$3.517.123; R$ -   ;R$532.622;R$837.995
2000;Abril;TO;R$5.826; R$ -   ;R$386.584;R$96.705; R$ -   ;R$13.295;R$183.916
2000;Maio;AC;R$349; R$ -   ;R$247.176; R$ -   ; R$ -   ;R$115;R$21.104
2000;Maio;AL;R$712.640; R$ -   ;R$1.091.382;R$440.535; R$ -   ;R$91.007;R$469.344
2000;Maio;AP;R$47.246; R$ -   ;R$300.432;R$1.384;R$421;R$53.165;R$4.427
2000;Maio;AM;R$16.644.627; R$ -   ;R$1.250.680;R$1.441.343;R$1.604;R$4.175.202;R$782.717
2000;Maio;BA;R$12.532.051; R$ -   ;R$4.383.157;R$9.653.501; R$ -   ;R$15.828.269;R$19.781.854
2000;Maio;CE;R$7.772.856; R$ -   ;R$3.655.873;R$3.205.382;R$75;R$2.191.509;R$3.520.745
2000;Maio;DF;R$1.623.836; R$ -   ;R$3.041.575;R$2.802.223;R$1.885;R$692.609;R$921.687
2000;Maio;ES;R$44.995.767; R$ -   ;R$2.687.897;R$170.595;R$2.135.142;R$34.597.362;R$6.027.017
2000;Maio;GO;R$5.867.763; R$ -   ;R$2.835.167;R$4.284.786;R$335.661;R$3.250.463;R$2.783.459
2000;Maio;MA;R$2.703.211; R$ -   ;R$858.769;R$3.012.208; R$ -   ;R$512.939;R$1.637.263
2000;Maio;MT;R$440.969;R$71;R$1.486.479;R$1.884.321; R$ -   ;R$248.699;R$542.566
2000;Maio;MS;R$145.637;R$21;R$820.330;R$103.420; R$ -   ;R$58.093;R$541.583
2000;Maio;MG;R$41.614.316;R$48;R$12.955.328;R$10.809.741;R$35.149.202;R$18.966.281;R$45.153.164
2000;Maio;PA;R$1.782.604; R$ -   ;R$2.109.338;R$927.599; R$ -   ;R$827.637;R$948.472
2000;Maio;PB;R$978.413;R$477;R$1.558.455;R$3.742.468; R$ -   ;R$348.015;R$1.426.901
2000;Maio;PR;R$62.859.100; R$ -   ;R$7.673.978;R$5.125.621;R$24.132.873;R$43.590.234;R$30.329.163
2000;Maio;PE;R$8.017.913;R$14;R$5.132.100;R$4.551.563; R$ -   ;R$3.587.743;R$9.446.127
2000;Maio;PI;R$303.473; R$ -   ;R$753.725;R$466.700; R$ -   ;R$147.084;R$324.269
2000;Maio;RJ;R$58.386.206;R$46;R$21.054.565;R$24.963.885;R$2.726.534;R$27.302.677;R$57.909.006
2000;Maio;RN;R$1.069.075; R$ -   ;R$1.464.552;R$391.323;R$35;R$484.028;R$484.912
2000;Maio;RS;R$32.480.839;R$8.719;R$16.983.511;R$9.605.892;R$269.367;R$20.414.291;R$55.151.872
2000;Maio;RO;R$24.664; R$ -   ;R$568.723; R$ -   ;R$4.361;R$10.177;R$64.482
2000;Maio;RR;R$19.110; R$ -   ;R$220.798; R$ -   ; R$ -   ;R$11.670;R$4.569
2000;Maio;SC;R$13.308.720;R$10.057;R$4.396.114;R$3.412.824; R$ -   ;R$6.582.295;R$20.440.816
2000;Maio;SP;R$389.944.160;R$168;R$52.581.873;R$59.427.213;R$110.869.503;R$217.394.979;R$346.334.317
2000;Maio;SE;R$920.929; R$ -   ;R$777.355;R$3.900.044; R$ -   ;R$769.433;R$1.406.509
2000;Maio;TO;R$6.568; R$ -   ;R$309.262;R$51.345; R$ -   ;R$2.939;R$69.622
2000;Junho;AC;R$636; R$ -   ;R$249.093; R$ -   ; R$ -   ;R$214;R$13.072
2000;Junho;AL;R$429.780;R$35.180;R$1.183.009;R$767.192; R$ -   ;R$194.170;R$2.771.704
2000;Junho;AP;R$42.799; R$ -   ;R$355.923;R$1.774;R$553;R$45.183;R$3.924
2000;Junho;AM;R$11.514.488;R$19;R$1.415.010;R$1.685.632;R$27.487;R$2.658.330;R$1.194.637
2000;Junho;BA;R$11.585.291; R$ -   ;R$5.134.483;R$9.923.300; R$ -   ;R$15.925.583;R$22.203.386
2000;Junho;CE;R$3.861.043; R$ -   ;R$4.072.413;R$3.991.444;R$75;R$984.965;R$3.488.569
2000;Junho;DF;R$2.163.431; R$ -   ;R$3.383.880;R$2.639.747;R$115;R$2.572.904;R$970.521
2000;Junho;ES;R$53.653.276; R$ -   ;R$3.106.634;R$340.407;R$2.495.564;R$38.583.458;R$8.233.657
2000;Junho;GO;R$8.590.298; R$ -   ;R$3.055.774;R$4.131.883; R$ -   ;R$4.747.850;R$3.344.235
2000;Junho;MA;R$4.444.557; R$ -   ;R$995.980;R$3.230.277; R$ -   ;R$440.269;R$1.222.197
2000;Junho;MT;R$563.682;R$15;R$1.614.177;R$2.156.458; R$ -   ;R$573.929;R$551.890
2000;Junho;MS;R$208.284; R$ -   ;R$871.033;R$146.513; R$ -   ;R$93.197;R$634.437
2000;Junho;MG;R$38.743.074;R$15;R$14.286.344;R$12.394.596;R$6.605.583;R$15.913.003;R$44.877.210
2000;Junho;PA;R$1.605.676;R$44;R$2.443.686;R$1.098.428; R$ -   ;R$833.244;R$1.135.106
2000;Junho;PB;R$1.627.674; R$ -   ;R$1.779.904;R$8.855.424; R$ -   ;R$603.811;R$1.948.116
2000;Junho;PR;R$67.144.952;R$15;R$8.540.321;R$4.715.869;R$27.492.476;R$41.585.514;R$33.428.272
2000;Junho;PE;R$7.436.127;R$632;R$5.714.439;R$5.720.717; R$ -   ;R$3.462.578;R$10.845.081
2000;Junho;PI;R$240.532; R$ -   ;R$750.077;R$1.786.313; R$ -   ;R$118.989;R$308.714
2000;Junho;RJ;R$50.806.105;R$156;R$23.377.667;R$18.960.625;R$939.457;R$26.838.254;R$55.891.077
2000;Junho;RN;R$784.896; R$ -   ;R$1.705.551;R$348.784; R$ -   ;R$256.497;R$509.993
2000;Junho;RS;R$27.524.502;R$4.951;R$20.278.777;R$9.880.125;R$3.372;R$17.440.349;R$60.027.920
2000;Junho;RO;R$30.983; R$ -   ;R$654.131; R$ -   ;R$3.685;R$15.836;R$64.729
2000;Junho;RR;R$563; R$ -   ;R$246.122; R$ -   ; R$ -   ; R$ -   ;R$5.433
2000;Junho;SC;R$16.010.501;R$74;R$4.917.286;R$3.431.342;R$123.815;R$11.268.557;R$20.203.722
2000;Junho;SP;R$385.924.731;R$8.445;R$54.965.881;R$52.478.999;R$130.209.115;R$222.018.558;R$365.974.965
2000;Junho;SE;R$792.597; R$ -   ;R$875.836;R$4.146.077; R$ -   ;R$455.190;R$1.180.269
2000;Junho;TO;R$703; R$ -   ;R$380.266;R$58.883; R$ -   ;R$6.811;R$88.466
2000;Julho;AC;R$258;R$13;R$283.637; R$ -   ; R$ -   ;R$10;R$12.579
2000;Julho;AL;R$965.805;R$17.717;R$1.162.481;R$708.090; R$ -   ;R$139.829;R$2.647.791
2000;Julho;AP;R$40.275; R$ -   ;R$353.259;R$2.473;R$321;R$21.872;R$13.497
2000;Julho;AM;R$11.228.398; R$ -   ;R$1.316.672;R$1.303.372;R$1.466;R$2.571.830;R$2.728.223
2000;Julho;BA;R$10.759.329; R$ -   ;R$4.422.960;R$8.573.064; R$ -   ;R$17.648.957;R$25.476.763
2000;Julho;CE;R$6.306.759; R$ -   ;R$3.943.442;R$3.674.411;R$1.755;R$2.263.206;R$3.586.078
2000;Julho;DF;R$2.338.862; R$ -   ;R$3.133.359;R$3.223.227;R$115;R$2.641.805;R$1.433.197
2000;Julho;ES;R$50.254.817; R$ -   ;R$2.920.665;R$245.207;R$1.484.448;R$36.879.449;R$5.730.691
2000;Julho;GO;R$7.525.279; R$ -   ;R$2.899.877;R$4.784.920; R$ -   ;R$4.438.147;R$3.181.083
2000;Julho;MA;R$2.761.216; R$ -   ;R$912.648;R$3.278.672; R$ -   ;R$382.449;R$515.609
2000;Julho;MT;R$1.556.576; R$ -   ;R$1.556.276;R$1.916.839; R$ -   ;R$232.524;R$607.996
2000;Julho;MS;R$230.314; R$ -   ;R$830.858;R$159.515; R$ -   ;R$36.081;R$566.688
2000;Julho;MG;R$32.598.812;R$35;R$12.901.449;R$10.946.248;R$20.133.676;R$15.831.542;R$45.573.495
2000;Julho;PA;R$1.788.485;R$18;R$2.397.296;R$816.191; R$ -   ;R$1.005.714;R$1.015.458
2000;Julho;PB;R$1.673.612; R$ -   ;R$1.650.188;R$3.483.522; R$ -   ;R$868.001;R$1.479.171
2000;Julho;PR;R$76.444.547; R$ -   ;R$7.415.458;R$6.068.083;R$27.157.190;R$44.543.638;R$35.732.633
2000;Julho;PE;R$10.110.375; R$ -   ;R$5.432.741;R$6.182.330; R$ -   ;R$3.897.442;R$8.813.962
2000;Julho;PI;R$259.850; R$ -   ;R$771.878;R$1.612.471; R$ -   ;R$51.810;R$328.866
2000;Julho;RJ;R$49.227.365; R$ -   ;R$21.212.434;R$21.742.734;R$3.100.402;R$28.221.234;R$57.371.222
2000;Julho;RN;R$852.298; R$ -   ;R$1.599.065;R$935.803;R$5.439;R$431.283;R$508.281
2000;Julho;RS;R$30.533.664;R$5.863;R$19.299.339;R$9.718.699;R$1.050;R$18.421.398;R$60.798.597
2000;Julho;RO;R$2.428;R$18;R$634.810; R$ -   ;R$7.034;R$408;R$52.932
2000;Julho;RR;R$4.105; R$ -   ;R$222.151; R$ -   ; R$ -   ;R$543;R$1.935
2000;Julho;SC;R$15.133.075;R$13.771;R$4.713.348;R$2.632.327; R$ -   ;R$9.379.612;R$18.057.298
2000;Julho;SP;R$380.637.538;R$13.610;R$52.645.437;R$52.577.225;R$125.581.465;R$210.729.265;R$355.720.601
2000;Julho;SE;R$839.909; R$ -   ;R$915.688;R$2.873.735; R$ -   ;R$304.639;R$1.090.619
2000;Julho;TO;R$30.443; R$ -   ;R$367.736;R$137.586; R$ -   ;R$57.466;R$90.649
2000;Agosto;AC;R$514; R$ -   ;R$278.217; R$ -   ; R$ -   ; R$ -   ;R$12.191
2000;Agosto;AL;R$209.961;R$17.837;R$1.090.073;R$704.647; R$ -   ;R$41.709;R$2.386.760
2000;Agosto;AP;R$48.620; R$ -   ;R$358.210;R$1.976;R$373;R$47.183;R$2.920
2000;Agosto;AM;R$15.839.749; R$ -   ;R$1.384.203;R$1.863.009; R$ -   ;R$2.751.119;R$913.686
2000;Agosto;BA;R$15.695.880; R$ -   ;R$4.512.132;R$9.686.498; R$ -   ;R$18.670.185;R$22.755.669
2000;Agosto;CE;R$5.974.802; R$ -   ;R$3.833.609;R$3.808.631;R$75;R$2.236.561;R$3.876.623
2000;Agosto;DF;R$2.756.539;R$48;R$3.132.857;R$3.218.427;R$115;R$1.774.013;R$1.292.015
2000;Agosto;ES;R$68.270.325;R$14;R$2.858.097;R$79.795;R$4.130.170;R$45.249.762;R$8.782.222
2000;Agosto;GO;R$10.659.518; R$ -   ;R$2.888.470;R$4.448.093; R$ -   ;R$7.145.307;R$3.029.853
2000;Agosto;MA;R$4.348.953;R$251;R$942.250;R$3.069.697; R$ -   ;R$190.381;R$1.438.950
2000;Agosto;MT;R$780.772; R$ -   ;R$1.520.977;R$2.115.429; R$ -   ;R$166.702;R$596.595
2000;Agosto;MS;R$326.631;R$554;R$773.403;R$333.397; R$ -   ;R$58.666;R$605.037
2000;Agosto;MG;R$43.258.844;R$35;R$13.405.544;R$10.099.581;R$57.566.642;R$20.813.519;R$51.419.164
2000;Agosto;PA;R$3.800.357;R$1.624;R$2.320.134;R$1.209.333; R$ -   ;R$1.523.715;R$1.135.169
2000;Agosto;PB;R$1.323.504; R$ -   ;R$1.612.943;R$3.655.483; R$ -   ;R$1.002.283;R$1.615.395
2000;Agosto;PR;R$87.102.830; R$ -   ;R$1.604.829;R$5.225.058;R$30.943.208;R$50.721.044;R$34.201.291
2000;Agosto;PE;R$9.254.562; R$ -   ;R$5.058.509;R$4.590.443; R$ -   ;R$3.099.469;R$10.408.791
2000;Agosto;PI;R$359.136; R$ -   ;R$778.937;R$1.863.154; R$ -   ;R$183.209;R$373.108
2000;Agosto;RJ;R$63.163.202;R$18;R$20.452.811;R$23.365.989;R$4.576.205;R$30.885.164;R$47.892.756
2000;Agosto;RN;R$754.614; R$ -   ;R$1.455.228;R$1.187.444;R$122;R$263.571;R$463.222
2000;Agosto;RS;R$36.369.075;R$5.649;R$19.153.323;R$8.473.164;R$456.176;R$20.617.543;R$61.470.221
2000;Agosto;RO;R$47.081; R$ -   ;R$625.989; R$ -   ;R$811;R$21.985;R$78.425
2000;Agosto;RR;R$3.199; R$ -   ;R$241.436; R$ -   ; R$ -   ; R$ -   ;R$4.649
2000;Agosto;SC;R$16.511.953;R$13.412;R$10.198.333;R$2.795.764; R$ -   ;R$12.481.504;R$21.316.741
2000;Agosto;SP;R$426.522.221;R$199;R$51.221.405;R$49.698.437;R$124.227.377;R$244.696.998;R$362.906.183
2000;Agosto;SE;R$844.711; R$ -   ;R$946.653;R$3.856.515; R$ -   ;R$472.797;R$1.122.896
2000;Agosto;TO;R$101.519; R$ -   ;R$373.848;R$71.235; R$ -   ;R$4.957;R$74.078
2000;Setembro;AC;R$296; R$ -   ;R$310.137; R$ -   ; R$ -   ;R$91;R$10.260
2000;Setembro;AL;R$699.893;R$17.966;R$1.233.783;R$835.577; R$ -   ;R$80.798;R$1.893.992
2000;Setembro;AP;R$29.380; R$ -   ;R$359.282;R$3.552; R$ -   ;R$24.579;R$1.848
2000;Setembro;AM;R$11.926.902;R$336;R$1.483.623;R$1.783.907; R$ -   ;R$2.687.878;R$894.504
2000;Setembro;BA;R$14.305.081;R$416;R$4.997.147;R$11.694.624; R$ -   ;R$19.939.889;R$21.589.536
2000;Setembro;CE;R$9.794.955;R$90;R$4.130.663;R$3.800.120;R$75;R$2.655.906;R$3.557.723
2000;Setembro;DF;R$1.800.325;R$482;R$3.414.927;R$2.713.011;R$115;R$1.400.889;R$1.324.175
2000;Setembro;ES;R$80.560.936;R$191;R$3.269.315;R$131.194;R$2.489.640;R$45.671.970;R$5.338.520
2000;Setembro;GO;R$10.627.005;R$808;R$3.293.439;R$4.412.216; R$ -   ;R$7.878.796;R$3.256.752
2000;Setembro;MA;R$6.289.384;R$209;R$991.048;R$3.149.329; R$ -   ;R$336.195;R$1.462.493
2000;Setembro;MT;R$1.308.691;R$977;R$1.648.282;R$2.276.044; R$ -   ;R$433.427;R$574.402
2000;Setembro;MS;R$593.533;R$5.018;R$909.999;R$178.946; R$ -   ;R$410.938;R$633.414
2000;Setembro;MG;R$41.014.108;R$2.909;R$14.823.673;R$10.741.977;R$62.458.748;R$21.827.361;R$50.514.002
2000;Setembro;PA;R$5.204.507;R$125;R$2.480.485;R$1.030.026; R$ -   ;R$1.930.164;R$1.140.628
2000;Setembro;PB;R$1.292.549;R$760;R$1.825.291;R$4.515.605; R$ -   ;R$871.920;R$1.907.118
2000;Setembro;PR;R$65.080.278;R$1.324;R$1.980.746;R$7.493.165;R$36.882.325;R$38.478.333;R$32.906.543
2000;Setembro;PE;R$12.798.370;R$10;R$5.847.884;R$5.354.667; R$ -   ;R$3.274.472;R$10.407.931
