Ano;Mes;UF;IMPOSTO SOBRE IMPORTACAO;IMPOSTO SOBRE EXPORTACAO;IPI - FUMO;IPI - BEBIDAS;IPI - AUTOMOVEIS;IPI - VINCULADO  IMPORTACAO;IPI - OUTROS
2012;Setembro;MG;R$67.948.295;R$5.612;R$156.283.770;R$18.695.730;R$54.927.142;R$55.122.608;R$93.272.390
2012;Setembro;MS;R$204.264;-R$657;R$315;R$162.325;R$40.876;R$1.058.272;R$5.385.996
2012;Setembro;MT;R$1.710.508;R$27.920; R$ -   ;R$8.334.993; R$ -   ;R$1.054.546;R$2.048.394
2012;Setembro;PA;R$6.051.748;R$248.106; R$ -   ;R$4.084.791; R$ -   ;R$3.152.529;R$3.842.786
2012;Setembro;PB;R$7.203.443;R$3.562; R$ -   ;R$4.885.584; R$ -   ;R$2.374.063;R$3.317.593
2012;Setembro;PE;R$51.646.609;R$74.601;R$30;R$13.937.204;R$141.055;R$39.724.625;R$41.642.921
2012;Setembro;PI;R$46.235;R$13; R$ -   ;R$1.854.038; R$ -   ;R$27.447;R$2.087.559
2012;Setembro;PR;R$254.181.078;R$1.243.411;R$448;R$6.543.570;R$66.230.652;R$113.860.789;R$104.410.634
2012;Setembro;RJ;R$236.586.198;R$4.996;R$842.765;R$28.692.083;R$24.775.171;R$109.968.343;R$121.480.346
2012;Setembro;RN;R$914.827;R$23; R$ -   ;R$1.673.536;R$5.302;R$358.009;R$2.958.960
2012;Setembro;RO;R$10.963;R$492; R$ -   ;R$8.183;R$16.958;R$872;R$2.465.861
2012;Setembro;RR;R$21.712;R$9; R$ -   ; R$ -   ;R$3.422;R$15.181;R$13.136
2012;Setembro;RS;R$78.327.541;R$56.339;R$162.945.730;R$10.503.382;R$12.110.436;R$71.807.810;R$118.433.638
2012;Setembro;SC;R$283.692.322;R$63.079; R$ -   ;R$10.696.943;R$7.858;R$113.218.998;R$110.214.704
2012;Setembro;SE;R$286.916;-R$11;R$209.227;R$6.221.716; R$ -   ;R$493.839;R$4.292.608
2012;Setembro;SP;R$1.166.336.776;R$1.021.584;R$1.640.779;R$94.281.882;R$137.498.596;R$441.264.596;R$842.827.426
2012;Setembro;TO;R$3.256;R$5.415; R$ -   ;R$4.406; R$ -   ; R$ -   ;R$1.236.801
2012;Outubro;AC;R$2.060;R$0; R$ -   ; R$ -   ;R$5.358;R$42;R$22.560
2012;Outubro;AL;R$188.689;R$3.624; R$ -   ;R$20.534;R$5.135;R$192.365;R$3.007.002
2012;Outubro;AM;R$40.594.451;-R$2.500; R$ -   ;R$3.059.508; R$ -   ;R$13.315.135;R$6.753.699
2012;Outubro;AP;R$273.011;R$15; R$ -   ; R$ -   ; R$ -   ;R$64.397;R$91.490
2012;Outubro;BA;R$77.154.144;R$13.406;R$157.532;R$7.415.845; R$ -   ;R$54.306.624;R$48.551.523
2012;Outubro;CE;R$55.492.209;R$24.625; R$ -   ;R$6.722.544;R$12.029;R$12.692.963;R$52.851.407
2012;Outubro;DF;R$4.248.821;R$52;R$190;R$2.764.712;R$18.712;R$2.410.358;R$4.074.336
2012;Outubro;ES;R$212.302.048;R$5.468;R$15.377;R$161.782;R$13.668.784;R$153.579.608;R$49.103.528
2012;Outubro;GO;R$50.180.523;R$16.885;R$8.277;R$4.277.997;R$5.068;R$47.687.607;R$11.990.418
2012;Outubro;MA;R$12.700.933;R$452; R$ -   ;R$1.670.716; R$ -   ;R$1.050.146;R$913.361
2012;Outubro;MG;R$86.681.501;R$22.445;R$180.721.678;R$10.440.609;R$47.884.397;R$70.112.815;R$88.591.308
2012;Outubro;MS;R$235.985;R$781;R$315;R$56.860; R$ -   ;R$429.711;R$5.756.920
2012;Outubro;MT;R$2.500.513;R$381; R$ -   ;R$5.417.432;R$418;R$2.612.484;R$2.172.503
2012;Outubro;PA;R$5.860.456;R$286.179; R$ -   ;R$1.804.762; R$ -   ;R$2.695.326;R$2.918.480
2012;Outubro;PB;R$11.360.727;-R$180; R$ -   ;R$4.382.036; R$ -   ;R$1.667.450;R$2.968.123
2012;Outubro;PE;R$71.872.880;R$39.365; R$ -   ;R$19.229.954;R$375.046;R$66.699.302;R$31.643.880
2012;Outubro;PI;R$39.212;-R$43; R$ -   ;R$23.448;R$3.967;R$13.146;R$2.554.872
2012;Outubro;PR;R$263.200.283;R$1.453.936; R$ -   ;R$4.534.397;R$33.733.167;R$124.040.131;R$90.899.071
2012;Outubro;RJ;R$337.334.782;R$4.474;R$4.223.400;R$15.218.792;R$22.018.495;R$128.684.480;R$105.796.801
2012;Outubro;RN;R$890.231;-R$5; R$ -   ;R$1.636.564;R$2.649;R$191.426;R$3.475.119
2012;Outubro;RO;R$412.303;-R$15; R$ -   ;R$7.695;R$15.237;R$73;R$2.902.364
2012;Outubro;RR;R$35.700;-R$1; R$ -   ; R$ -   ; R$ -   ;R$249;R$12.686
2012;Outubro;RS;R$103.472.073;R$146.162;R$146.534.077;R$9.394.182;R$10.014.411;R$98.914.672;R$101.311.077
2012;Outubro;SC;R$373.545.968;R$316.051;R$50.000;R$9.662.537;R$508;R$136.366.718;R$108.308.660
2012;Outubro;SE;R$324.502;-R$2;R$139.506;R$5.345; R$ -   ;R$245.276;R$2.229.268
2012;Outubro;SP;R$1.359.639.024;R$1.095.476;R$1.965.305;R$53.135.300;R$70.258.360;R$503.659.996;R$801.657.841
2012;Outubro;TO;R$6.981;R$1.669; R$ -   ;R$13.529; R$ -   ; R$ -   ;R$823.503
2012;Novembro;AC;R$3.215; R$ -   ; R$ -   ; R$ -   ;R$3.387;R$1.709;R$23.441
2012;Novembro;AL;R$21.538;R$2.086; R$ -   ;R$24.261;R$3.605; R$ -   ;R$2.559.774
2012;Novembro;AM;R$45.590.803;-R$144; R$ -   ;R$490.210;R$474.010;R$10.608.613;R$6.593.640
2012;Novembro;AP;R$14.246;R$1.986; R$ -   ; R$ -   ; R$ -   ;R$322.844;R$75.480
2012;Novembro;BA;R$45.457.851;R$13.478;R$197.888;R$16.755.004; R$ -   ;R$32.566.504;R$45.061.457
2012;Novembro;CE;R$42.778.955;-R$128;R$860;R$13.028.734;R$6.479;R$12.074.636;R$7.602.807
2012;Novembro;DF;R$2.779.140;R$2.603;R$3.407;R$3.215.512; R$ -   ;R$1.993.339;R$3.855.643
2012;Novembro;ES;R$173.230.222;R$1.995;R$27.488;R$188.764;R$13.114.025;R$150.571.796;R$48.795.004
2012;Novembro;GO;R$40.908.993;R$16.974;R$10.641;R$10.358.869;R$7.361.018;R$36.900.474;R$11.416.186
2012;Novembro;MA;R$9.223.463;R$454; R$ -   ;R$4.112.016; R$ -   ;R$1.034.383;R$2.761.718
2012;Novembro;MG;R$74.503.041;R$1.708;R$244.943.682;R$24.011.928;R$52.318.823;R$55.755.215;R$88.184.702
2012;Novembro;MS;R$251.057;R$724;R$525;R$134.189; R$ -   ;R$120.810;R$6.513.746
2012;Novembro;MT;R$2.176.894;-R$71; R$ -   ;R$10.907.075;R$1.162;R$1.341.518;R$2.448.457
2012;Novembro;PA;R$7.286.260;R$264.637;R$374;R$4.796.906; R$ -   ;R$3.285.440;R$3.369.618
2012;Novembro;PB;R$5.905.111;-R$103; R$ -   ;R$6.983.827; R$ -   ;R$1.502.991;R$3.316.478
2012;Novembro;PE;R$71.556.110;R$18.333; R$ -   ;R$28.287.600;R$62.725;R$55.205.341;R$40.046.944
2012;Novembro;PI;R$29.809;-R$29; R$ -   ;R$23.762; R$ -   ;R$12.604;R$1.927.461
2012;Novembro;PR;R$286.894.359;R$1.359.240;R$1.805;R$10.327.655;R$52.165.380;R$139.277.899;R$108.675.628
2012;Novembro;RJ;R$304.498.397;-R$1.936;R$2.535.259;R$54.028.389;R$46.865.170;R$112.623.678;R$121.215.917
2012;Novembro;RN;R$762.509;-R$4; R$ -   ;R$1.776.843;R$318;R$218.685;R$3.342.647
2012;Novembro;RO;R$33.746;R$786; R$ -   ;R$8.125;R$14.406;R$15.143;R$2.678.237
2012;Novembro;RR;R$56.135;-R$1;R$1.638; R$ -   ; R$ -   ;R$1.011;R$14.527
2012;Novembro;RS;R$97.271.885;R$75.582;R$172.633.074;R$23.845.234;R$7.741.255;R$88.404.596;R$116.126.485
2012;Novembro;SC;R$291.146.817;R$212.491;R$178.529;R$11.066.646;R$508;R$107.555.185;R$121.436.819
2012;Novembro;SE;R$722.594;-R$14;R$127.912;R$7.882; R$ -   ;R$570.135;R$4.192.516
2012;Novembro;SP;R$1.250.551.680;R$1.086.281;R$5.390.984;R$133.604.881;R$125.560.094;R$488.047.916;R$853.236.833
2012;Novembro;TO;R$11.537;R$1.672; R$ -   ;R$50.862; R$ -   ; R$ -   ;R$1.512.260
2012;Dezembro;AC;R$1.142;R$0; R$ -   ; R$ -   ;R$4.392; R$ -   ;R$17.847
2012;Dezembro;AL;R$758.441;R$20.457; R$ -   ;R$21.169;R$2.903;R$55.762;R$2.395.809
2012;Dezembro;AM;R$47.065.465;-R$227; R$ -   ;R$442.741; R$ -   ;R$6.517.267;R$2.237.135
2012;Dezembro;AP;R$33.963;R$0; R$ -   ; R$ -   ; R$ -   ;R$73.915;R$62.228
2012;Dezembro;BA;R$62.054.678;R$16.222;R$148.641;R$16.445.345; R$ -   ;R$58.584.284;R$51.333.739
2012;Dezembro;CE;R$59.325.320;R$39.587; R$ -   ;R$9.045.019;R$6.479;R$11.273.981;R$8.043.328
2012;Dezembro;DF;R$2.228.372;R$1.243; R$ -   ;R$194.183;R$10;R$955.779;R$2.655.605
2012;Dezembro;ES;R$205.559.023;R$3.335;R$16.713;R$838.255;R$26.367.688;R$166.316.215;R$65.458.870
2012;Dezembro;GO;R$73.624.029;R$37.104;R$7.198;R$5.699.315;R$10.043.365;R$80.921.976;R$15.229.264
2012;Dezembro;MA;R$8.219.810;R$2.305; R$ -   ;R$7.992.997; R$ -   ;R$1.970.030;R$2.673.345
2012;Dezembro;MG;R$57.758.453;R$2.799;R$169.275.860;R$3.347.541;R$51.941.074;R$27.942.212;R$109.667.895
2012;Dezembro;MS;R$207.169;R$766;R$420;R$169.479; R$ -   ;R$30.659;R$6.414.838
2012;Dezembro;MT;R$1.902.690;R$106; R$ -   ;R$8.106.417; R$ -   ;R$1.339.282;R$2.519.390
2012;Dezembro;PA;R$8.622.787;R$288.534; R$ -   ;R$3.908.203; R$ -   ;R$3.441.393;R$4.574.211
2012;Dezembro;PB;R$9.440.454;-R$150; R$ -   ;R$1.207.315;R$2.216;R$1.394.833;R$2.932.839
2012;Dezembro;PE;R$58.993.128;R$15.816; R$ -   ;R$26.320.314;R$355.562;R$32.518.557;R$45.507.195
2012;Dezembro;PI;R$98.439;-R$41; R$ -   ;R$376.332; R$ -   ;R$25.320;R$2.681.051
2012;Dezembro;PR;R$264.473.694;R$1.874.542;R$2.109;R$7.024.320;R$34.065.431;R$140.542.331;R$101.329.011
2012;Dezembro;RJ;R$288.626.484;R$16.075;R$3.040.214;R$29.888.561;R$47.155.189;R$115.269.966;R$125.904.838
2012;Dezembro;RN;R$682.795;R$1.651; R$ -   ;R$208.150;R$6.300;R$140.973;R$2.370.665
2012;Dezembro;RO;R$4.604.524;R$1.347; R$ -   ;R$8.621;R$35.387;R$907.106;R$2.309.227
2012;Dezembro;RR;R$30.953;-R$1; R$ -   ; R$ -   ;R$2.105; R$ -   ;R$11.665
2012;Dezembro;RS;R$85.726.059;R$85.694;R$140.246.098;R$20.152.466;R$23.901.107;R$78.817.561;R$123.594.431
2012;Dezembro;SC;R$284.533.946;R$507.699;R$113.080;R$3.233.868;R$39.461;R$97.918.328;R$116.288.211
2012;Dezembro;SE;R$457.069;-R$6;R$206.346;R$364.686; R$ -   ;R$564.650;R$4.474.254
2012;Dezembro;SP;R$1.119.844.327;R$1.013.878;R$5.738.680;R$110.193.285;R$150.741.838;R$412.670.681;R$914.740.045
2012;Dezembro;TO;R$9.960;R$1.682; R$ -   ; R$ -   ; R$ -   ; R$ -   ;R$1.793.994
2013;Janeiro;AC;R$982;R$0; R$ -   ; R$ -   ;R$1.102;R$1.996;R$18.531
2013;Janeiro;AL;R$33.176;R$20.544; R$ -   ;R$351.616; R$ -   ;R$43.475;R$2.905.126
2013;Janeiro;AM;R$36.766.709;-R$191; R$ -   ;R$3.702.773;R$319.592;R$11.450.472;R$4.842.444
2013;Janeiro;AP;R$447.651;R$2.775; R$ -   ; R$ -   ; R$ -   ;R$72.915;R$158.083
2013;Janeiro;BA;R$60.832.193;R$16.292;R$211.285;R$23.539.805;R$1.835.009;R$30.263.247;R$40.394.130
2013;Janeiro;CE;R$61.616.066;R$5.046;R$182;R$16.017.205;R$26.918;R$16.476.785;R$7.129.638
2013;Janeiro;DF;R$4.696.855;R$6.478; R$ -   ;R$4.081.444; R$ -   ;R$996.710;R$4.370.084
2013;Janeiro;ES;R$189.682.791;R$350;R$52.351;R$318.966;R$37.235.586;R$146.050.176;R$64.302.911
2013;Janeiro;GO;R$21.282.508;R$17.105;R$10.848;R$15.188.923;R$36.884.590;R$12.942.301;R$13.428.598
2013;Janeiro;MA;R$12.929.465;R$458; R$ -   ;R$10.440.119; R$ -   ;R$2.262.202;R$2.595.488
2013;Janeiro;MG;R$71.858.071;R$5.500;R$521.846.903;R$26.302.377;R$29.051.697;R$38.655.251;R$122.638.413
2013;Janeiro;MS;R$171.062;R$5.113; R$ -   ;R$225.324; R$ -   ;R$115.106;R$5.301.704
2013;Janeiro;MT;R$1.959.912;R$594; R$ -   ;R$10.945.562;R$2.012;R$810.361;R$2.134.910
2013;Janeiro;PA;R$3.364.259;R$273.480; R$ -   ;R$5.701.799; R$ -   ;R$2.701.859;R$2.849.384
2013;Janeiro;PB;R$9.968.792;-R$95; R$ -   ;R$6.821.422; R$ -   ;R$2.243.600;R$3.002.992
2013;Janeiro;PE;R$67.083.941;R$58.503; R$ -   ;R$32.577.055;R$848.049;R$34.573.294;R$36.284.541
2013;Janeiro;PI;R$12.502;-R$48; R$ -   ;R$4.350.187; R$ -   ;R$574;R$1.961.168
2013;Janeiro;PR;R$297.061.588;R$1.661.450;R$783;R$10.060.622;R$27.975.776;R$117.521.449;R$83.122.748
2013;Janeiro;RJ;R$308.592.793;R$10.410;R$338.518;R$69.361.179;R$22.871.932;R$106.549.839;R$121.975.493
2013;Janeiro;RN;R$2.559.585;-R$6; R$ -   ;R$1.563.747;R$2.893;R$713.399;R$2.407.599
2013;Janeiro;RO;R$24.861;R$1.009; R$ -   ;R$9.496;R$13.286;R$346;R$2.764.610
2013;Janeiro;RR;R$40.269;-R$1; R$ -   ; R$ -   ; R$ -   ;R$80;R$36.552
2013;Janeiro;RS;R$106.035.877;R$134.228;R$484.146.872;R$28.034.473;R$14.188.196;R$74.385.302;R$103.839.681
2013;Janeiro;SC;R$345.249.561;R$299.962;R$309.643;R$14.447.322;R$81.475;R$107.435.819;R$104.875.563
2013;Janeiro;SE;R$138.040;-R$2;R$126.646;R$10.083.109; R$ -   ;R$810.106;R$3.863.512
2013;Janeiro;SP;R$1.370.985.268;R$1.081.788;R$9.546.600;R$145.645.113;R$99.673.814;R$493.390.918;R$793.525.863
2013;Janeiro;TO;R$15.384;R$1.677; R$ -   ; R$ -   ; R$ -   ; R$ -   ;R$2.618.135
2013;Fevereiro;AC;R$16.927; R$ -   ; R$ -   ; R$ -   ;R$4.031;R$2.276;R$34.758
2013;Fevereiro;AL;R$287.762;R$21.696; R$ -   ;R$25.176; R$ -   ;R$247.486;R$2.329.755
2013;Fevereiro;AM;R$44.637.755;-R$242; R$ -   ;R$2.713.752;R$205.165;R$8.447.982;R$2.673.687
2013;Fevereiro;AP;R$20.218;R$89; R$ -   ; R$ -   ; R$ -   ;R$37.795;R$46.542
2013;Fevereiro;BA;R$54.809.394;R$35.817;R$177.994;R$21.490.527;R$1.492.020;R$27.640.626;R$47.181.811
2013;Fevereiro;CE;R$62.658.076;R$27.478; R$ -   ;R$13.032.837;R$14.219;R$18.271.587;R$6.569.466
2013;Fevereiro;DF;R$6.834.752;R$5.270; R$ -   ;R$2.934.555;R$38.570;R$320.890;R$3.216.119
2013;Fevereiro;ES;R$178.159.338;-R$27; R$ -   ;R$287.836;R$8.579.144;R$109.126.361;R$39.052.559
2013;Fevereiro;GO;R$35.896.382;R$18.791;R$9.398;R$12.007.290;R$293.592;R$20.034.030;R$8.708.878
2013;Fevereiro;MA;R$10.656.006;R$1.901; R$ -   ;R$7.950.648; R$ -   ;R$1.971.606;R$1.011.544
2013;Fevereiro;MG;R$58.367.572;R$1.595;R$43.345.937;R$23.591.089;R$71.212.158;R$30.260.365;R$86.450.696
2013;Fevereiro;MS;R$229.646;R$5.003;R$788;R$124.245; R$ -   ;R$68.162;R$4.571.698
2013;Fevereiro;MT;R$1.593.268;R$1.548; R$ -   ;R$9.046.395;R$1.174;R$957.975;R$2.364.170
2013;Fevereiro;PA;R$5.214.309;R$394.576; R$ -   ;R$3.676.120; R$ -   ;R$2.014.070;R$3.404.949
2013;Fevereiro;PB;R$10.296.942;R$2.371; R$ -   ;R$8.671.756; R$ -   ;R$1.457.022;R$2.939.462
2013;Fevereiro;PE;R$54.893.648;R$37.501; R$ -   ;R$24.494.100;R$337.190;R$26.929.953;R$36.434.691
2013;Fevereiro;PI;R$23.007;-R$11; R$ -   ;R$3.264.992; R$ -   ;R$4.285;R$1.713.232
2013;Fevereiro;PR;R$190.470.670;R$1.541.965; R$ -   ;R$6.240.687;R$25.659.791;R$74.664.105;R$75.256.847
2013;Fevereiro;RJ;R$227.212.474;R$5.412;R$4.319.547;R$59.771.410;R$19.497.214;R$97.601.298;R$117.870.817
2013;Fevereiro;RN;R$4.954.601;-R$4; R$ -   ;R$1.630.403;R$3.491;R$301.765;R$2.988.284
2013;Fevereiro;RO;R$38.847;-R$14; R$ -   ;R$3.772;R$10.138;R$228;R$1.685.934
2013;Fevereiro;RR;R$70.699;-R$1; R$ -   ; R$ -   ; R$ -   ;R$150.931;R$25.101
2013;Fevereiro;RS;R$79.248.819;R$205.960;R$40.707.676;R$17.868.926;R$28.429.844;R$64.761.744;R$105.304.016
2013;Fevereiro;SC;R$272.677.800;R$486.131;R$5.034;R$10.526.244;R$49.482;R$88.404.969;R$91.594.970
2013;Fevereiro;SE;R$209.061;-R$3;R$179.472;R$9.426.098; R$ -   ;R$277.116;R$4.042.488
2013;Fevereiro;SP;R$1.095.118.666;R$1.134.803;R$4.355.181;R$107.317.764;R$116.053.792;R$370.524.605;R$776.147.998
2013;Fevereiro;TO;R$13.582;R$1.698; R$ -   ; R$ -   ; R$ -   ; R$ -   ;R$951.203
2013;Marco;AC;R$12.275; R$ -   ; R$ -   ; R$ -   ;R$8.629;R$1.314;-R$4.169
2013;Marco;AL;R$929.765;R$21.234; R$ -   ;R$149.845; R$ -   ;R$288.938;R$2.282.647
2013;Marco;AM;R$33.139.545;R$62.662; R$ -   ;R$1.981.810;R$410.718;R$6.653.301;R$2.532.326
2013;Marco;AP;R$5.828;-R$1; R$ -   ; R$ -   ; R$ -   ;R$87.742;R$204.114
2013;Marco;BA;R$80.383.872;R$9.940;R$225.770;R$15.324.786;R$2.311.842;R$40.525.747;R$48.821.868
2013;Marco;CE;R$42.428.871;R$13.515; R$ -   ;R$10.562.233;R$17.680;R$12.554.520;R$5.207.755
2013;Marco;DF;R$7.767.338;R$0; R$ -   ;R$3.078.924; R$ -   ;R$860.109;R$3.116.322
2013;Marco;ES;R$176.190.079;-R$32; R$ -   ;R$337.041;R$4.809.124;R$133.141.248;R$36.290.700
2013;Marco;GO;R$76.507.847;R$20.402;R$14.685;R$10.544.205;R$2.659.438;R$47.624.347;R$14.677.876
2013;Marco;MA;R$14.146.076;R$463; R$ -   ;R$6.817.248;R$3.802;R$2.817.448;R$1.493.707
2013;Marco;MG;R$63.788.940;R$4.207;R$126.424.772;R$17.598.248;R$16.758.032;R$31.907.910;R$80.540.067
2013;Marco;MS;R$193.810;-R$90;R$420;R$151.543; R$ -   ;R$17.817;R$5.645.964
2013;Marco;MT;R$3.968.895;-R$25.607; R$ -   ;R$8.693.405;R$7.794;R$2.245.887;R$2.230.399
2013;Marco;PA;R$4.690.462;R$366.481; R$ -   ;R$2.787.644; R$ -   ;R$1.648.082;R$2.945.847
2013;Marco;PB;R$16.032.338;-R$116; R$ -   ;R$3.228.302; R$ -   ;R$2.165.353;R$3.797.821
2013;Marco;PE;R$47.191.381;R$18.252; R$ -   ;R$20.081.256;R$221.724;R$30.418.212;R$33.900.068
2013;Marco;PI;R$60.585;-R$31; R$ -   ;R$63.587; R$ -   ;R$110;R$1.486.362
2013;Marco;PR;R$254.610.629;R$2.130.835; R$ -   ;R$6.746.328;R$32.325.115;R$117.969.363;R$83.526.199
2013;Marco;RJ;R$291.186.471;R$2.978;R$1.540.568;R$41.868.488;R$22.393.347;R$109.790.617;R$103.363.995
2013;Marco;RN;R$818.230;-R$4; R$ -   ;R$1.109.559;R$10.063;R$315.171;R$2.511.899
2013;Marco;RO;R$1.412.350;R$1.074; R$ -   ;R$4.250;R$28.498;R$2.618.909;R$2.305.745
2013;Marco;RR;R$47.064;-R$1; R$ -   ; R$ -   ; R$ -   ;R$297.808;R$30.520
2013;Marco;RS;R$89.389.967;R$213.800;R$58.728.130;R$13.819.854;R$26.311.403;R$67.724.122;R$107.868.038
2013;Marco;SC;R$326.253.396;R$420.361;R$1.186;R$8.330.741;R$19.890;R$102.677.755;R$93.669.864
2013;Marco;SE;R$161.649;R$831;R$175.771;R$8.513.187; R$ -   ;R$814.069;R$3.201.150
2013;Marco;SP;R$1.291.971.070;R$1.229.409;R$1.927.054;R$100.749.477;R$134.042.473;R$428.185.105;R$920.092.016
2013;Marco;TO;R$16.458;R$1.700; R$ -   ; R$ -   ;R$1.477; R$ -   ;R$1.012.442
2013;Abril;AC;R$3.362;R$0; R$ -   ; R$ -   ; R$ -   ; R$ -   ;R$13.568
2013;Abril;AL;R$108.387;R$63.479; R$ -   ;R$27.216;R$2.251;R$133.014;R$1.391.627
2013;Abril;AM;R$40.334.289;-R$249; R$ -   ;R$2.281.728;R$470.540;R$10.052.986;R$3.882.230
2013;Abril;AP;R$1.336;-R$1; R$ -   ; R$ -   ; R$ -   ;R$93.176;R$223.569
2013;Abril;BA;R$64.808.734;-R$99.385;R$229.622;R$15.014.040;R$4.837.938;R$34.607.492;R$50.325.566
2013;Abril;CE;R$56.525.189;R$116; R$ -   ;R$9.558.523;R$43.319;R$16.641.286;R$5.938.360
2013;Abril;DF;R$8.507.496;-R$14;R$173;R$1.612.131; R$ -   ;R$1.149.701;R$2.684.481
2013;Abril;ES;R$203.602.375;R$167; R$ -   ;R$1.115.292;R$30.895.809;R$157.902.504;R$76.870.429
2013;Abril;GO;R$47.760.496;R$18.891;R$10.102;R$9.229.840;R$15.584.987;R$22.727.036;R$14.845.937
2013;Abril;MA;R$8.594.553;R$620; R$ -   ;R$6.662.039; R$ -   ;R$2.850.656;R$2.329.084
2013;Abril;MG;R$77.529.731;R$6.514;R$260.519.023;R$16.987.642;R$60.068.615;R$47.768.555;R$102.278.688
2013;Abril;MS;R$685.475;R$56.732;R$525;R$148.745;R$1.183;R$124.260;R$6.858.431
2013;Abril;MT;R$1.466.164;R$64.245; R$ -   ;R$6.987.226; R$ -   ;R$2.003.347;R$2.157.947
2013;Abril;PA;R$8.161.905;R$395.676; R$ -   ;R$2.751.273; R$ -   ;R$3.714.975;R$3.045.800
2013;Abril;PB;R$16.921.526;R$781; R$ -   ;R$3.720.428;R$6.155;R$3.159.475;R$2.824.076
2013;Abril;PE;R$55.878.814;R$23.338; R$ -   ;R$15.791.390;R$99.699;R$30.817.966;R$29.952.548
2013;Abril;PI;R$69.033;-R$20; R$ -   ;R$45.367;R$1.652;R$17.070;R$1.454.310
2013;Abril;PR;R$254.092.590;R$2.597.031;R$1.552;R$5.950.783;R$47.399.196;R$104.372.499;R$91.287.594
2013;Abril;RJ;R$317.447.519;R$1.143;R$2.702.545;R$37.435.109;R$23.193.304;R$133.214.901;R$123.709.937
2013;Abril;RN;R$1.200.843;-R$4; R$ -   ;R$1.009.405;R$1.883;R$356.694;R$2.835.459
2013;Abril;RO;R$42.199;-R$10; R$ -   ;R$3.951;R$17.863;R$2.329;R$2.287.981
2013;Abril;RR;R$33.474;-R$1; R$ -   ; R$ -   ; R$ -   ;R$159.394;R$29.106
2013;Abril;RS;R$107.209.411;R$202.186;R$94.387.284;R$16.533.101;R$19.882.848;R$81.875.144;R$113.548.483
2013;Abril;SC;R$318.676.206;R$629.246; R$ -   ;R$8.046.971;R$36.491;R$106.495.471;R$92.068.161
2013;Abril;SE;R$479.237;R$1.886;R$154.802;R$4.900.660; R$ -   ;R$731.925;R$2.778.272
2013;Abril;SP;R$1.413.975.114;R$1.414.057;R$6.513.574;R$82.593.228;R$130.621.144;R$485.252.733;R$857.113.477
2013;Abril;TO;R$24.733;R$1.707; R$ -   ; R$ -   ; R$ -   ;R$363;R$1.120.432
2013;Maio;AC;R$3.591;-R$198; R$ -   ; R$ -   ;R$1.372;R$1.367;R$13.254
2013;Maio;AL;R$53.051;R$1.275; R$ -   ;R$22.655; R$ -   ;R$23.512;R$1.633.642
2013;Maio;AM;R$43.673.220;-R$271; R$ -   ;R$2.595.569; R$ -   ;R$6.958.942;R$3.806.448
2013;Maio;AP;R$122.039;-R$1; R$ -   ; R$ -   ; R$ -   ;R$74.073;R$2.090.116
2013;Maio;BA;R$64.193.210;R$68.859;R$180.908;R$17.091.613;R$1.267.693;R$38.945.958;R$53.990.750
2013;Maio;CE;R$37.620.158;R$17.447; R$ -   ;R$10.181.481;R$3.062;R$11.809.815;R$6.925.932
2013;Maio;DF;R$8.934.704;R$1.222; R$ -   ;R$1.764.315; R$ -   ;R$1.100.491;R$2.354.666
2013;Maio;ES;R$178.926.520;-R$45; R$ -   ;R$811.446;R$26.258.432;R$148.059.317;R$42.822.908
2013;Maio;GO;R$39.287.958;R$18.925;R$11.414;R$12.317.831;R$13.369.900;R$18.732.708;R$12.975.155
2013;Maio;MA;R$9.788.788;R$441; R$ -   ;R$6.762.306; R$ -   ;R$2.890.963;R$1.569.505
2013;Maio;MG;R$61.985.437;-R$133;R$232.273.114;R$20.742.298;R$66.047.164;R$30.461.280;R$104.745.843
2013;Maio;MS;R$348.224;R$317.090;R$630;R$99.980; R$ -   ;R$103.715;R$5.534.849
2013;Maio;MT;R$2.713.853;R$172.729; R$ -   ;R$8.080.513;R$3.576;R$2.776.333;R$2.364.861
2013;Maio;PA;R$6.036.313;R$243.319; R$ -   ;R$3.494.397; R$ -   ;R$2.587.848;R$2.862.023
2013;Maio;PB;R$16.556.312;-R$46; R$ -   ;R$3.014.187; R$ -   ;R$874.934;R$1.945.919
2013;Maio;PE;R$59.488.222;R$168.481; R$ -   ;R$17.220.472;R$38.020;R$28.585.471;R$33.832.434
2013;Maio;PI;R$27.422;R$915; R$ -   ;R$73.920; R$ -   ;R$1.694;R$1.105.678
2013;Maio;PR;R$266.223.278;R$1.493.536;R$1.624;R$6.807.034;R$52.153.992;R$96.705.105;R$97.700.492
2013;Maio;RJ;R$261.835.512;R$1.309;R$1.547.740;R$38.562.572;R$20.667.597;R$118.668.707;R$121.693.692
2013;Maio;RN;R$1.265.804;-R$4; R$ -   ;R$1.276.380; R$ -   ;R$374.588;R$3.012.131
2013;Maio;RO;R$508.931;R$399; R$ -   ;R$4.499;R$9.836;R$78.498;R$2.272.561
2013;Maio;RR;R$45.890;-R$1; R$ -   ; R$ -   ; R$ -   ; R$ -   ;R$20.295
2013;Maio;RS;R$93.099.671;R$181.566;R$144.914.465;R$14.454.734;R$29.089.634;R$78.327.431;R$124.989.545
2013;Maio;SC;R$295.232.904;R$1.397.583;R$1.622;R$9.715.036;R$18.859;R$114.357.502;R$101.843.363
