dia_semana;mes;temporada;cidade;UF;regiao;pais;motivo;outro_motivo;selazer_atrativo;selazer_outro;senegocios_motivo;senegocios_outro;secongresso_motivo;secongresso_outro;atividades;atividades_outro;compahia;companhia_outro;organizacao_viagem;organizacao_viagem_outro;fonte_info;fonte_info_outro;pernoite;hospedagem;hospedagem_outro;reserva_hospdagem;reserva_hospedagem_outro;qt_pernoite;visita_outra_cidade;Cidade1;Cidade2;Cidade3;Cidade4;Cidade5;senao_motivo;senao_motivo_outro;agencia_passeiolocal;reserva_agencia;reserva_agencia_outro;guia_turismo;reserva_guia;reserva_guia_outro;g_transporteinterno;g_hospedagem;g_alimentacao;g_atrativosepasseios;g_compras;g_outros;g_total;g_totaldiario;g_totaldiarioind;obs_gastos;pessoasnosgastos;meio_transp_chegada;meio_transp_chegada_outro;meio_transp_interno;meio_transp_interno_outro;excpectativas;motivo_expectativas_negativas;1vez_na_cidade;visitou_3_anos;pretensao_retorno;motivo_retorno;motivo_retorno_outro;n_seguranca;n_acesso;n_transppubico;n_limpezaatrativos;n_comercio;n_qualidadehospedagem;n_atrativos;n_informacaoturistica;n_silizacaoturistica;n_opcpesdelazer;n_qualidadeprofguias;n_hospitalidade;n_gastronomia;n_precos;n_telefonia_internet;1_imagem;padrao;proxima_viagem;proxima_viagem_outro;id_genero;id_genero_outro;estado_civil;idade;instrucao;instrucao_outro;merc_trabalho;renda;dependente;Local;GPS;GPS2
sabado;julho;baixa;Divinopolis;MG;Sudeste;Brasil;Outro;Acompanhamento de familiar hospitalizado;;;;;;;Nao respondeu;;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa propria;;;;40;Sim;Betim;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;0;0;49;0;49;3.27;3.27;;1;Aviao;;Transporte privado por aplicativos ;;Superou;;Sim;;Sim;Lazer;;10;8;;10;10;9;10;9;9;9;;10;10;10;10;Cidades tranquila. boa de se viver;Outra;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Solteiro;26;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);1;Aeroporto;-19.6292457;-43.9649835
sabado;setembro;alta;Sao Sebastiao do Paraiso;MG;Sudeste;Brasil;Outro;Audiencia;;;;;;;City tour;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;7;Nao;;;;;;Condicao financeira;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;300;;0;0;700;0;1000;71.43;71.43;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Sim;Lazer;;8;9;;9;9;8;;;;10;;9;8;8;9;Pao de Queijo;Pao de Queijo;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Solteiro;33;Ensino Superior incompleto;Superior cursando;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);2;Aeroporto;-19.6336761;-43.9620043
domingo;setembro;alta;Uba;MG;Sudeste;Brasil;Outro;Buscar um parente;;;;;;;"Visitar parques naturais;Compra de produtos artesanais locais";;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Amigos e parentes;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;300;1000;800;200;300;0;2600;260;260;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Lazer;;10;7;;9;9;9;10;9;5;10;;8;10;8;10;Queijo;Gastronomia;Sol e praia;;Masculino;;Solteiro;25;Ensino medio completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);1;Aeroporto;-196326719;-439637352
quinta;julho;baixa;Sao Paulo ;SP;Sudeste;Brasil;Outro;Campeonato JiuJtsu ;;;;;;;Outro;Visita a parentes ;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;250;300;150;600;0;1500;750;750;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Sim;Negocios;;9;5;;9;9;7;8;7;8;6;;8;9;8;9;Ladeira;Horizonte;Sol e praia;;Masculino;;Solteiro;26;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);2;Aeroporto;-19632679;-439636803
domingo;setembro;alta;Sao Paulo;SP;Sudeste;Brasil;Outro;Casamento;;;;;;;Nao respondeu;;Amigos;;Sem pacote_eu mesmo(a) organizei;;Amigos e parentes;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;3;Sim;Ouro Preto;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;50;250;80;0;0;0;380;380;380;;1;Onibus rodoviario;; Taxi;;Superou;;Nao;Nao;Sim;Negocios;;10;8;;8;;10;;;;;;8;8;6;10;Nao sabe;Nao sabe;Contato com a natureza;;Masculino;;Casado;28;Ensino medio completo;;Assalariado(a) com carteira assinada;Nao respondeu;;Aeroporto;-196332016;-439626212
domingo;setembro;alta;Vila Velha;ES;Sudeste;Brasil;Outro;Casamento;;;;;;;Nao respondeu;;Familiares sem filhos;;Outra;Pai da noiva organizou;Amigos e parentes;;Sim;Hotel/ Pousada;;Outros;Pai da noiva;1;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;1000;500;550;250;0;0;2300;766.67;766.67;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;5;8;;8;7;9;9;7;7;9;;9;9;8;8;Nao sabe;Nao sabe;Sol e praia;;Masculino;;Solteiro;33;Ensino Superior completo;;Assalariado(a) com carteira assinada;Nao respondeu;;Aeroporto;-196332376;-439627075
domingo;setembro;alta;Uberlandia;MG;Sudeste;Brasil;Outro;Casamento;;;;;;;Outro;Casamento;Casal;;Sem pacote_eu mesmo(a) organizei;;Amigos e parentes;;Sim;Hotel/ Pousada;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;1;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;300;0;200;0;500;166.67;166.67;;1;Aviao;;Veiculo Alugado;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;7;10;;5;9;10;10;10;10;10;;10;10;6;10;Mercado central;Mercado Central;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Casado;37;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Aeroporto;-196323855;-439637602
domingo;setembro;alta;Santo Andre;SP;Sudeste;Brasil;Outro;Casamento;;;;;;;Outro;Visitar familia doente;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;0;0;120;0;120;60;60;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Nao sabe;;;5;10;;5;10;10;;;;;;10;10;9;10;Nao sabe;Nao sabe;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Solteiro;30;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Aeroporto;-196322697;-439638901
domingo;setembro;alta;Maravilhas;MG;Sudeste;Brasil;Outro;Concurso;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;200;0;0;0;200;100;100;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;7;10;;7;10;10;;5;5;10;;10;10;8;10;Lagoa da Pampulha;Lagoa da Pampulha;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;36;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Aeroporto;-196322255;-439641052
domingo;setembro;alta;Niteroi;RJ;Sudeste;Brasil;Outro;Concurso;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Casa de amigos e parentes;;;;2;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;70;100;0;0;170;85;85;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;6;10;5;5;9;10;7;10;10;10;;10;10;8;10;Bares;Bares;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;52;Pos-graduacao/ Mestrado/ Doutorado completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Aeroporto;-196320723;-439640422
domingo;setembro;alta;Lagoa Dourada;MG;Sudeste;Brasil;Outro;Concurso;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Sim;Conselheiro Lafaiete;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;150;0;80;0;230;76.67;76.67;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Nao;;;8;10;;5;10;10;;9;9;;;10;10;10;10;Mercado central;Mercado Central;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Casado;40;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Aeroporto;-196319255;-439637177
domingo;setembro;alta;Governador Valadares;MG;Sudeste;Brasil;Outro;Concurso;;;;;;;City tour;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Internet;;Nao;;;;;;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;200;0;30;0;230;76.67;76.67;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu em parte;;Sim;;Nao sabe;;;8;10;;7;10;10;;;;10;;10;10;5;10;Mineirao;Mineirao;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Solteiro;34;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);4;Aeroporto;-196322255;-439641052
domingo;setembro;alta;Governador Valadares;MG;Sudeste;Brasil;Outro;Concurso;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;0;0;35;0;35;8.75;8.75;;1;Aviao;;Veiculo Alugado;;Atendeu plenamente;;Sim;;Sim;Negocios;;7;10;;5;10;10;;;;10;10;10;10;6;10;Centro;Centro da cidade;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;43;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Aeroporto;-196321619;-439628955
domingo;setembro;alta;Franca ;SP;Sudeste;Brasil;Outro;Concurso;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Internet;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;;;;;;;;0;0;;;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Nao;;;9;10;;10;10;10;10;10;10;10;;10;10;5;10;Nao sabe;Nao sabe;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Solteiro;40;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);2;Aeroporto;-196321635;-439637455
domingo;setembro;alta;Montes Claros;MG;Sudeste;Brasil;Outro;Concurso;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;200;180;0;0;0;480;480;480;;1;Onibus rodoviario;;A pe;;Superou;;Nao;Sim;Sim;Lazer;;7;6;;6;;8;10;10;9;9;;9;8;;7;Serra do curral;Serra do Curral;Nao sabe;;Masculino;;Casado;37;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);3;Rodoviaria;-199137546;-439417328
domingo;setembro;alta;Uberlandia;MG;Sudeste;Brasil;Outro;Concurso;;;;;;;Nao respondeu;;Viajou so;;Sem pacote- eu mesmo(a) organizei;;Internet;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;;0;0;0;0;100;50;50;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;10;8;;6;;10;;;;;;10;10;;9;Uai;Outra;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;58;Pos-graduacao/ Mestrado/ Doutorado completo;;Assalariado(a) com carteira assinada;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);3;Aeroporto;-19.6336761;-43.9620043
quarta;setembro;alta;Ipatinga;MG;Sudeste;Brasil;Outro;Consulado;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Condicao financeira;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;150;;0;0;50;0;200;28.57;28.57;;1;Aviao;;Veiculo Alugado;;Superou;;Sim;;Sim;Negocios;;8;9;;10;8;10;;;;9;;10;10;8;7;Cidade que traz bastante seguranca e alegria;Seguranca;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Solteiro;16;Ensino medio incompleto;Ensino medio cursando;Estuda;Nao respondeu;5;Aeroporto;-19.6329694;-43.9622802
quarta;setembro;alta;Governador Valadares;MG;Sudeste;Brasil;Outro;Documentacao;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;;;;;;;;0;0;;;Aviao;;Outro;Van da empresa;Atendeu plenamente;;Sim;;Sim;Negocios;;10;10;;10;;10;;;;;;10;;10;5;Futebol;Futebol;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;36;Ensino fundamental completo;;Autonomo;Nao respondeu;2;Aeroporto;-19.6336761;-43.9620043
quinta;setembro;alta;Vicosa ;MG;Sudeste;Brasil;Outro;Documentacao;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;;;;;;;;0;0;;;Aviao;;Transporte privado por aplicativos ;;Superou;;Nao;Sim;Sim;Negocios;;8;9;;9;10;9;8;;;10;;10;10;10;10;Lagoa da Pampulha;Lagoa da Pampulha;Outro;Ir ao teatro;Masculino;;Casado;62;Ensino Superior completo;;Autonomo;Acima de 10 SM (R$ 9.540.00);3;Aeroporto;-19.6336761;-43.9620043
sabado;setembro;alta;Barbacena ;MG;Sudeste;Brasil;Outro;Documentacao;;;;;;;Compras de outros tipos de produtos;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;900;300;0;1000;0;2400;800;400;;2;Aviao;;Transporte privado por aplicativos ;;Superou;;Nao;Sim;Sim;Lazer;;9;10;;6;;8;;;;;;9;10;9;10;Hotel;Turismo;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;55;Pos-graduacao/ Mestrado/ Doutorado completo;;Autonomo;Nao respondeu;2;Aeroporto;-19.6336761;-43.9620043
quarta;julho;baixa;Virginopolis;MG;Sudeste;Brasil;Outro;Emitir Passaporte ;;;;;;;Outro;Visita a lojas;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;80;400;160;50;50;50;790;197.5;197.5;;1;Onibus rodoviario;;Onibus coletivo;;Atendeu plenamente;;Sim;;Sim;Lazer;;10;10;6;8;8;10;10;10;9;10;;10;10;9;6;Igreja da Pampulha;Igreja Sao Francisco de Assis;Nao sabe;;Masculino;;Solteiro;21;Ensino medio completo;;Estuda;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);5;Pampulha;-19.863408;-44.011679
domingo;setembro;alta;Unai;MG;Sudeste;Brasil;Outro;Esporte ;;;;;;;"Compra de produtos artesanais locais;Compras de outros tipos de produtos";;Amigos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;3;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;55;120;45;0;20;0;240;80;80;;1;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Concurso;;7;3;;9;9;3;7;6;6;;;10;10;10;10;"Pampulha;Mineirao";Pampulha;Nao sabe;;Masculino;;Solteiro;30;Ensino Superior completo;;Funcionario(a) publico(a);Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);1;Rodoviaria;-19.801709;-43.983047
domingo;setembro;alta;Divinopolis;MG;Sudeste;Brasil;Outro;Evento ;;;;;;;Nao respondeu;;Amigos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;60;500;80;0;50;0;690;345;345;;1;Onibus rodoviario;;Taxi;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;9;8;;8;8;10;;8;8;8;;10;9;9;8;Nao sabe;Nao sabe;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Solteiro;26;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);1;Rodoviaria;-19.916352;-43.940506
segunda;julho;baixa;Ipatinga;MG;Sudeste;Brasil;Outro;Eventos de esportes;;;;;;;City tour;;Casal;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;3;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;12;30;30;30;0;0;102;102;102;;1;Onibus rodoviario;;Onibus coletivo;;Atendeu plenamente;;Nao;Sim;Nao sabe;;;10;10;10;10;;10;;;;;;10;;7;10;Pampulha;Pampulha;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Solteiro;24;Ensino medio completo;;Desempregado;Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);1;Rodoviaria;-19.916352;-43.940506
quarta;julho;baixa;Sao Sebastiao do Paraiso;MG;Sudeste;Brasil;Saude: tratamento  consulta medica;Exame medico periodico de trabalho ;;;;;;;Compras de outros tipos de produtos;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;60;600;150;0;800;0;1610;805;805;;1;Veiculo Proprio;;Veiculo Proprio;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;8;7;;7;9;10;8;;8;8;;10;9;8;9;Nao sabe;Nao sabe;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;45;Ensino Superior completo;;Autonomo;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Rodoviaria;-19.914483;-43.941489
sabado;setembro;alta;Vicosa ;MG;Sudeste;Brasil;Outro;Fazer documentos ;;;;;;;"Visitar museu- monumentos historicos;Outro";Zoologico;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;9;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;0;;0;0;0;0;0;0;;;Aviao;;Veiculo Alugado;;Nao respondeu;;Sim;;Sim;Negocios;;;;;;;;;10;10;;;10;;;10;Zoologico;Zoologico;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;46;Pos-graduacao/ Mestrado/ Doutorado completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Aeroporto;-19.633251;-43.962864
domingo;setembro;alta;Goiania;GO;Centro-oeste;Brasil;Outro;Feijoada promovida por bar de BH;;;;;;;Diversao noturna;;Amigos;;Sem pacote_eu mesmo(a) organizei;;Amigos e parentes;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;0;0;200;160;0;360;120;120;;1;Aviao;;Veiculo Alugado;;Atendeu plenamente;;Sim;;Nao sabe;;;7;9;;7;10;10;10;10;10;10;;10;10;7;9;Culinaria;Gastronomia;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Solteiro;38;Pos-graduacao/ Mestrado/ Doutorado completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);2;Aeroporto;-19.632163;-43.962887
domingo;setembro;alta;Colatina;ES;Sudeste;Brasil;Visita a amigos e parentes;Festa de casamento;;;;;;;Diversao noturna;;Casal;;Sem pacote_eu mesmo(a) organizei;;Amigos e parentes;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;50;0;0;0;0;0;50;10;10;;1;Aviao;;Veiculo Alugado;;Atendeu em parte;;Sim;;Nao sabe;;;10;10;;10;10;10;;;;;;10;10;8;10;Nao sabe;Nao sabe;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;42;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Aeroporto;-19.633248;-43.962871
domingo;setembro;alta;Itabira;MG;Sudeste;Brasil;Outro;Festa de formatura ;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;0;200;0;80;0;380;126.67;126.67;;1;Aviao;;Veiculo Alugado;;Atendeu plenamente;;Sim;;Nao sabe;;;8;10;;7;10;10;;;;;;10;9;7;10;Nao sabe;Nao sabe;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Solteiro;37;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);3;Aeroporto;-19.633393;-43.962778
domingo;setembro;alta;Macae;RJ;Sudeste;Brasil;Outro;Festival internacional de corais;;;;;;;Nao respondeu;;Amigos;;Sem pacote_eu mesmo(a) organizei;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;3;Sim;Mariana;Ouro Preto;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;0;0;0;0;0;200;40;40;;1;Aviao;;Veiculo Alugado;;Atendeu plenamente;;Sim;;Nao sabe;;;9;10;;9;10;10;10;10;10;10;;10;10;6;10;Lagoa da Pampulha;Lagoa da Pampulha;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Casado;39;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);3;Aeroporto;-19.632368;-43.963271
domingo;julho;baixa;Sao Paulo;SP;Sudeste;Brasil;Outro;Formatura;;;;;;;Compras de outros tipos de produtos;;Amigos;;Sem pacote_eu mesmo(a) organizei;;Amigos e parentes;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;1;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;400;;2100;0;0;0;2500;119.05;119.05;;1;Aviao;;Veiculo Alugado;;Atendeu plenamente;;Sim;;Nao sabe;;;10;10;;10;10;10;;10;10;;;10;10;7;10;Zoologico;Zoologico;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;65;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);2;Aeroporto;-19.632647;-43.963172
domingo;setembro;alta;Santos;SP;Sudeste;Brasil;Outro;Formatura;;;;;;;Diversao noturna;;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Amigos e parentes;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;1;Sim;Lagoa Santa;;;;;;;Nao_nao vou contratar;Agencia de viagens que comprei o pacote completo antes da viagem;;Sim;Agencia de viagens que comprei o passeio antes da viagem;;0;;0;0;0;6500;6500;3250;3250;Pacote fechado: 65 reais;1;Aviao;;Outro;Veiculo do Guia;Superou;;Nao;Nao;Sim;Lazer;;10;9;;8;8;10;9;8;8;10;10;10;9;8;9;A historia da inconfidencia;Cultura;Visitar locais historicos e culturais;;Feminino;;Viuvo;74;Ensino medio completo;;Aposentado(a)/Pensionista;Nao respondeu;;Museu;-199322588;-439387717
quinta;setembro;alta;Sao Luis;MA;Nordeste;Brasil;Outro;Para ajudar sua filha na instalacao dela em BH;;;;;;;"Visitar parques naturais;Visitar museu- monumentos historicos";Mercado Central;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Casa de amigos e parentes;;;;5;Nao;;;;;;Outros;Quer explorar ao maximo BH;Nao_nao vou contratar;;;Nao_nao vou contratar;;;500;800;1000;500;2000;0;4800;1200;600;;2;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Nao;Sim;Visita a amigos e parentes;;8;8;;7;8;8;9;6;3;8;;9;9;8;7;Cultura;Cultura;Visitar locais historicos e culturais;;Feminino;;Casado;59;Pos-graduacao/ Mestrado/ Doutorado completo;;Aposentado(a)/Pensionista;Acima de 10 SM (R$ 9.540.00);2;Museu;-199321422;-439372097
