dia_semana;mes;temporada;cidade;UF;regiao;pais;motivo;outro_motivo;selazer_atrativo;selazer_outro;senegocios_motivo;senegocios_outro;secongresso_motivo;secongresso_outro;atividades;atividades_outro;compahia;companhia_outro;organizacao_viagem;organizacao_viagem_outro;fonte_info;fonte_info_outro;pernoite;hospedagem;hospedagem_outro;reserva_hospdagem;reserva_hospedagem_outro;qt_pernoite;visita_outra_cidade;Cidade1;Cidade2;Cidade3;Cidade4;Cidade5;senao_motivo;senao_motivo_outro;agencia_passeiolocal;reserva_agencia;reserva_agencia_outro;guia_turismo;reserva_guia;reserva_guia_outro;g_transporteinterno;g_hospedagem;g_alimentacao;g_atrativosepasseios;g_compras;g_outros;g_total;g_totaldiario;g_totaldiarioind;obs_gastos;pessoasnosgastos;meio_transp_chegada;meio_transp_chegada_outro;meio_transp_interno;meio_transp_interno_outro;excpectativas;motivo_expectativas_negativas;1vez_na_cidade;visitou_3_anos;pretensao_retorno;motivo_retorno;motivo_retorno_outro;n_seguranca;n_acesso;n_transppubico;n_limpezaatrativos;n_comercio;n_qualidadehospedagem;n_atrativos;n_informacaoturistica;n_silizacaoturistica;n_opcpesdelazer;n_qualidadeprofguias;n_hospitalidade;n_gastronomia;n_precos;n_telefonia_internet;1_imagem;padrao;proxima_viagem;proxima_viagem_outro;id_genero;id_genero_outro;estado_civil;idade;instrucao;instrucao_outro;merc_trabalho;renda;dependente;Local;GPS;GPS2
sabado;novembro;alta;Niteroi;RJ;Sudeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;;;;;;;;0;0;;;Veiculo Proprio;;Veiculo Proprio;;Atendeu plenamente;;Sim;;Nao;;;9;6;10;9;10;10;10;10;10;10;;10;10;10;10;Linda;;Sol e praia;;Feminino;;Casado;64;Ensino Superior completo;;Aposentado(a)/Pensionista;Nao respondeu;;Igreja;-198591266;-439790295
sabado;novembro;alta;Piracicaba;SP;Sudeste;Brasil;Negocios;0;;;Firmar convenios;;;;Nao respondeu;;Amigos;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;3;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;Agencia de viagens que comprei o pacote completo antes da viagem;;Sim;Agencia de viagens que comprei o passeio antes da viagem;;4000;1000;200;0;0;0;5200;742.86;148.57;;5;Aviao;;Onibus rodoviario;;Atendeu plenamente;;Nao;Nao respondeu;Sim;Lazer;;10;10;10;10;10;10;10;10;10;10;;10;10;10;10;Linda;;Sol e praia;;Masculino;;Casado;53;Ensino medio completo;;Assalariado(a) com carteira assinada;Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);2;Aeroporto;-196319811;-439637569
sabado;novembro;alta;Brasilia;DF;Centro-oeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Sim;Agencia de viagens que comprei o passeio antes da viagem;;0;800;500;0;300;0;1600;400;400;;1;Onibus de turismo/excursao;;Onibus de turismo/excursao;;Atendeu plenamente;;Sim;;Nao sabe;;;10;8;;8;8;10;9;;;9;10;10;10;9;10;Diversao;;Visitar locais historicos e culturais;;Feminino;;Viuvo;62;Ensino Superior completo;;Aposentado(a)/Pensionista;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);2;Mercado Central;-19.9230618;-43.9431952
sabado;novembro;alta;Sao Jose dos Pinhais;PR;Sul;Brasil;Negocios;0;;;Firmar convenios;;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;1;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;900;200;100;600;0;1900;316.67;105.56;;3;Aviao;;Outro;Carona;Superou;;Nao;Sim;Sim;Lazer;;8;9;;10;8;10;8;9;9;10;;10;10;10;10;Uai;;Sol e praia;;Masculino;;Solteiro;39;Ensino medio completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);1;Pampulha;-19.8590132;-43.97918
sabado;novembro;alta;Buenos Aires;Outro pais;Outro pais;Argentina;Estudo ou cursos;0;;;;;;;"Compra de produtos artesanais locais;Compras de outros tipos de produtos;Participacao em festas populares";;Viajou so;;Instituicao onde Estuda;;Empresa em que trabalha/ Escola;;Sim;Casa/quarto alugado;;A empresa reservou/outra pessoa reservou;;120;Sim;Ouro Preto;Diamantina;Capitolio;;;;;Sim;;;Nao_nao vou contratar;;;200;250;300;0;800;0;1550;775;258.33;;3;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Sim;Lazer;;7;8;;8;9;7;7;6;6;8;;9;10;7;9;Lagoa da Pampulha;;Contato com a natureza;;Feminino;;Casado;39;Ensino Superior completo;;Do Lar;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);5;Pampulha;-19.859868;-43.979086
sabado;setembro;alta;Sao Mateus ;ES;Sudeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;City tour;;Viajou so;;Empresa onde trabalha;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;4;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;80;300;0;0;400;0;780;390;390;;1;Onibus rodoviario;;Taxi;;Superou;;Sim;;Sim;Visita a amigos e parentes;;9;8;8;7;9;9;8;9;7;8;;9;8;7;8;Lagoa;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Solteiro;33;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);4;Pampulha;-19.85911;-43.979085
sabado;julho;baixa;Natal ;RN;Nordeste;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar parques naturais;Visitar museu- monumentos historicos;Compra de produtos artesanais locais;Compras de outros tipos de produtos;City tour";;Casal;;Agencia de viagens;;Agencias de Viagens;;Sim;Hotel/ Pousada;;Agencia de viagens;;5;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;950;300;400;0;0;1650;330;66;;5;Aviao;;Transporte privado por aplicativos ;;Superou;;Sim;;Sim;Lazer;;8;9;;10;8;10;10;9;9;10;;10;10;8;10;Pampulha;;Visitar locais historicos e culturais;;Feminino;;Casado;41;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);4;Museu;;
sabado;julho;baixa;Itapecerica da Serra;SP;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;Compra de produtos artesanais locais;;Familiares com filhos;;Agencia de viagens;;Amigos e parentes;;Sim;Hotel/ Pousada;;Agencia de viagens;;3;Nao;;;;;;"	Nao tenho informacao sobre outras cidades";;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;60;120;0;0;0;180;180;180;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu em parte;;Nao;Nao;Nao sabe;;;10;10;;5;10;10;;10;10;10;;10;10;8;9;Nao sabe;;Nao sabe;;Masculino;;Divorciado/ Separado;64;Pos-graduacao/ Mestrado/ Doutorado completo;;Funcionario(a) publico(a);Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);2;Aeroporto;-19.632159;-43.964005
sabado;julho;baixa;Rio de Janeiro;RJ;Sudeste;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar museu- monumentos historicos;City tour";;Familiares sem filhos;;Agencia de viagens;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Agencia de viagens;;3;Nao;;;;;;Outros;Nao sabe;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;0;200;0;0;0;300;150;75;;2;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Lazer;;10;10;;;10;;;;;;;;10;10;7;Nao sabe;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;58;Pos-graduacao/ Mestrado/ Doutorado completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);5;Aeroporto;-19.633226;-43.962536
sabado;julho;baixa;Fortaleza;CE;Nordeste;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar parques naturais;Visitar museu- monumentos historicos;Compras de outros tipos de produtos";;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Agencia de viagens;;1;Sim;Ouro Preto;Mariana;;;;;;Nao_nao vou contratar;;;Nao_mas pretendo contratar;;;100;800;300;160;500;0;1860;372;372;;1;Aviao;;Transporte privado por aplicativos ;;Superou;;Sim;;Sim;Lazer;;10;10;1;10;10;10;10;9;9;10;;10;10;8;10;Nao sabe;;Visitar locais historicos e culturais;;Feminino;;Solteiro;30;Ensino medio completo;;Autonomo;Nao respondeu;1;Museu;-19.931;-43.938227
sabado;julho;baixa;Porto Seguro;BA;Nordeste;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar parques naturais;Compra de produtos artesanais locais;City tour";;Familiares com filhos;;Agencia de viagens;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Agencia de viagens;;7;Nao;;;;;;Outros;Nao sabe;Sim;;;Nao_nao vou contratar;;;30;150;500;0;50;0;730;730;365;;2;Veiculo Proprio;;Veiculo Proprio;;Atendeu em parte;;Nao;Sim;Sim;Curso;;;5;;;10;10;10;;10;10;;7;8;5;10;Poluicao;;Sol e praia;;Feminino;;Casado;20;Ensino medio completo;;Conta-propria regular;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Rodoviaria;-19.913572;-43.941741
sabado;setembro;alta;Vitoria;ES;Sudeste;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;City tour;;Grupo de excursao;;Agencia de viagens;;Agencias de Viagens;;Sim;Hotel/ Pousada;;Agencia de viagens;;4;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;250;300;200;0;3000;0;3750;1250;625;;2;Aviao;;Transporte privado por aplicativos ;;Superou;;Nao;Sim;Sim;Negocios;;7;9;5;7;8;10;9;8;8;8;;9;7;7;10;Mineirao;;Sol e praia;;Masculino;;Casado;51;Ensino Superior completo;;Autonomo;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Pampulha;-19.859775;-43.979184
sabado;setembro;alta;Fortaleza;CE;Nordeste;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar parques naturais;Visitar museu- monumentos historicos;Compra de produtos artesanais locais";;Amigos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Agencia de viagens;;6;Sim;Pedro Leopoldo;Ouro Preto;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;70;220;100;0;0;0;390;195;195;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Sim;Lazer;;;;;;;;;10;10;;;10;;;10;Casa do baile;;Sol e praia;;Masculino;;Solteiro;25;Ensino medio completo;;Estuda;Nao respondeu;3;Aeroporto;-19.633567;-43.962632
sabado;novembro;alta;Anapolis;GO;Centro-oeste;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar parques naturais;Visita museu. monumentos historicos;Compras de outros tipos de produtos";;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Agencia de viagens;;2;Nao;;;;;;Nao tenho informacao sobre outras cidades;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;70;138;50;0;57;0;315;315;315;;1;Aviao;;Onibus coletivo;;Superou;;Sim;;Sim;Outro;Estudos;10;7;7;10;10;9;10;9;9;10;;10;7;10;10;Organizacao;;Sol e praia;;Masculino;;Casado;39;Pos-graduacao/ Mestrado/ Doutorado completo;;Funcionario(a) publico(a);Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);3;Rodoviaria;;
sabado;novembro;alta;Unai;MG;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;"Visitar museu- monumentos historicos;Compras de outros tipos de produtos";;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Agencia de viagens;;2;Sim;ipatinga;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;100;120;0;80;0;400;400;400;;1;Onibus rodoviario;;Onibus coletivo;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;8;6;8;9;9;9;10;2;4;7;;9;9;7;8;Capital de Minas Gerais;;Contato com a natureza;;Masculino;;Casado;62;Pos-graduacao/ Mestrado/ Doutorado completo;;Funcionario(a) publico(a);Acima de 10 SM (R$ 9.540.00);3;Rodoviaria;;
sabado;novembro;alta;Salvador;BA;Nordeste;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;Visitar museu- monumentos historicos;;Familiares com filhos;;Agencia de viagens;;Agencias de Viagens;;Sim;Hotel/ Pousada;;Agencia de viagens;;5;Sim;Ouro Preto;Mariana;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;600;300;100;0;100;0;1100;275;137.5;;2;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Sim;Lazer;;6;10;5;10;10;10;10;10;10;10;;10;10;5;10;Pao de queijo;;Sol e praia;;Masculino;;Casado;39;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Aeroporto;-196287294;-439770151
sabado;novembro;alta;Rio Verde;GO;Centro-oeste;Brasil;Compras;0;;;;;;;Nao respondeu;;Viajou so;;Agencia de viagens;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Agencia de viagens;;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;800;200;100;0;200;0;1300;650;325;;2;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Nao sabe;;;9;9;9;9;10;10;10;10;10;10;;10;10;10;9;Nao sabe;;Sol e praia;;Masculino;;Solteiro;40;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Aeroporto;-196275176;-439658932
sabado;novembro;alta;Florianopolis;SC;Sul;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Nao respondeu;;Casal;;Agencia de viagens;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Agencia de viagens;;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;350;200;0;7000;0;7750;3875;3875;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;3;7;;4;7;10;7;2;2;7;;10;10;7;3;Hospitalidade;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;43;Ensino Superior completo;;Empregador (mais de 2 empregados);Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Aeroporto;-19.6392119;-43.9559144
sabado;novembro;alta;Tolima;Outro pais;Outro pais;Colombia;Lazer  passeio;0;Degustar a culinaria mineira;;;;;;"Compra de produtos artesanais locais;Participacao em festas populares;Visitar produtores de comida local ";;Viajou so;;Agencia de viagens;;Agencias de Viagens;;Sim;Hotel/ Pousada;;Agencia de viagens;;5;Sim;Ouro Preto;Mariana;Tiradentes;;;;;Nao_mas pretendo contratar;;;Nao_nao vou contratar;;;400;300;0;0;0;0;700;350;350;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Outro;Congresso ;7;10;;9;10;9;10;10;10;10;;10;10;10;10;Cidade grande;;Sol e praia;;Masculino;;Solteiro;49;Ensino Superior completo;;Conta-propria regular;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);3;Aeroporto;-19.6304037;-43.964663
sabado;novembro;alta;Lassance;MG;Sudeste;Brasil;Estudo ou cursos;0;;;;;;;"Visitar parques naturais;City tour;Participacao em festas populares;Diversao noturna";;Casal;;Sem pacote_eu mesmo(a) organizei;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel. email. telefone. pessoalmente);;1;Sim;Juiz de fora;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;500;300;100;0;0;0;900;450;450;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Sim;Negocios;;10;10;;10;10;10;10;10;10;10;;10;10;10;10;Palacio das artes;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;41;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);3;Aeroporto;-19.6332499;-43.9613091
sabado;novembro;alta;Saquarema;RJ;Sudeste;Brasil;Compras;0;;;;;;;Visitar parques naturais;;Casal;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel. email. telefone. pessoalmente);;3;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;800;270;100;0;0;0;1170;585;585;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Nao;;;8;10;;6;10;10;10;10;10;10;;10;10;7;10;Nao sabe;;Sol e praia;;Masculino;;Solteiro;37;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);5;Aeroporto;-19.6332499;-43.9613091
sabado;novembro;alta;Ipatinga;MG;Sudeste;Brasil;Congressos e Convencoes;0;;;;;Programacao do evento (temas palestrantes expositores);;City tour;;Viajou so;;Instituicao onde Estuda;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel. email. telefone. pessoalmente);;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;600;300;100;0;0;0;1000;333.33;333.33;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Nao;;;6;10;;6;10;10;;;;10;;10;10;10;10;Igreja da Pampulha;;Atividades em fazendas e meio rural;;Masculino;;Solteiro;28;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);4;Aeroporto;-19.6332499;-43.9613091
sabado;julho;baixa;Sao Paulo;SP;Sudeste;Brasil;Congressos e Convencoes;0;;;;;Qualificar profissionalmente;;Compra de produtos artesanais locais;Visita a shopping ;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;1;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;1200;200;100;0;100;0;1600;800;800;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Nao;Sim;Lazer;;10;10;;10;10;10;10;10;10;10;;10;10;10;10;Nao sabe;;Sol e praia;;Masculino;;Solteiro;37;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);4;Aeroporto;-19.673324;-43.9159374
sabado;julho;baixa;Montes Claros;MG;Sudeste;Brasil;Congressos e Convencoes;0;;;;;Programacao do evento (temas palestrantes expositores);;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;800;;150;0;0;0;950;475;475;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Nao;;;10;10;;9;10;;10;10;10;10;;10;10;8;10;Nao sei;;Nao sabe;;Masculino;;Solteiro;36;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Aeroporto;-19.6304037;-43.964663
sabado;julho;baixa;Belem;PA;Norte;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar museu- monumentos historicos;Compra de produtos artesanais locais;Compras de outros tipos de produtos;City tour; Diversao noturna";;Casal;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;4;Nao;;;;;;"	Nao tenho informacao sobre outras cidades";;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;500;300;50;250;0;1200;300;150;;2;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Nao;;;9;9;10;7;9;9;8;4;6;7;;10;9;8;10;Pampulha e mineirao;;Sol e praia;;Masculino;;Casado;34;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Pampulha;-19.8586557;-43.978987
sabado;julho;baixa;Cuiaba;MT;Centro-oeste;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar museu- monumentos historicos;Compra de produtos artesanais locais;City tour";;Casal;;Sem pacote_eu mesmo(a) organizei;;Anuncios/ Campanha publicitaria;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;2;Sim;Ouro Preto;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;150;400;400;100;300;0;1350;270;135;;2;Aviao;;Transporte privado por aplicativos ;;Atendeu em parte;;Nao;Nao;Nao;;;9;9;;7;8;9;6;2;2;6;;9;9;6;10;Pampulha;;Sol e praia;;Feminino;;Solteiro;29;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);3;Pampulha;-19.8583345;-43.9818716
sabado;setembro;alta;Cidade Ocidental ;GO;Centro-oeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Nao respondeu;;Outro;Colega de trabalho;Sem pacote_eu mesmo(a) organizei;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;120;600;250;0;0;0;970;485;242.5;;2;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Nao;Sim;Negocios;;10;10;;8;;7;;;;;;10;10;8;7;Comida;;Nao sabe;;Masculino;;Casado;31;Ensino Superior completo;;Autonomo;Nao respondeu;3;Mercado Central;-19.9231017;-43.9431438
sabado;setembro;alta;Mendes ;RJ;Sudeste;Brasil;Congressos e Convencoes;0;;;;;Participar como expositor / palestrante;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;600;200;200;500;0;1700;283.33;141.67;;2;Aviao;;Transporte privado por aplicativos ;;Superou;;Nao;Nao;Sim;Lazer;;10;10;;10;10;9;7;7;4;10;;10;10;8;10;Tranquilidade ;;Visitar locais historicos e culturais;;Feminino;;Casado;75;Pos-graduacao/ Mestrado/ Doutorado completo;;Aposentado(a)/Pensionista;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);2;Pampulha;-19.8587264;-43.9803069
sabado;setembro;alta;Osasco;SP;Sudeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;"Compra de produtos artesanais locais;Compras de outros tipos de produtos";;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;2;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;300;500;500;300;500;0;2100;1050;525;;2;Aviao;;Transporte privado por aplicativos ;;Atendeu em parte;;Nao;Nao;Nao;;;7;10;;5;7;8;6;5;8;7;;10;10;4;10;Pao de queijo ;;Sol e praia;;Masculino;;Casado;53;Ensino Superior completo;;Autonomo;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Pampulha;-19.8589278;-43.9790646
sabado;setembro;alta;Uberlandia;MG;Sudeste;Brasil;Estudo ou cursos;0;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;2;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;14;100;45;0;750;0;909;909;909;;1;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Outro;Compras;8;7;9;7;9;9;;;;7;;10;10;10;8;Parque Municipal.e feita hippie;;Sol e praia;;Masculino;;Casado;41;Ensino Superior completo;;Estuda;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Rodoviaria;-19.9138016;-43.9418361
sabado;setembro;alta;Ribeirao preto;SP;Sudeste;Brasil;Estudo ou cursos;0;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;3;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;400;300;200;300;0;1400;280;140;;2;Veiculo Proprio;;Veiculo Proprio;;Atendeu em parte;;Nao;Nao;Nao;;;8;9;;8;10;10;6;4;4;5;;10;10;10;4;Cachaca e comida ;;Sol e praia;;Masculino;;Casado;42;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);4;Pampulha;-19.8587994;-43.9789745
