codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
82326;PRDLA;***;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;TURBOÉLICE;BIMOTOR;4581;4581;8;2001;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FAZENDA SERRA GRANDE;VAL DE CANS / JÚLIO CEZAR RIBEIRO;POUSO;TÁXI AÉREO;NENHUM;0
82325;PTOCV;***;AVIÃO;EMBRAER;EMB-110P1;E110;TURBOÉLICE;BIMOTOR;5670;5670;21;1981;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;EDUARDO GOMES;BARCELOS;POUSO;TÁXI AÉREO;SUBSTANCIAL;0
82324;PPGRB;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1993;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;POUSO;INSTRUÇÃO;LEVE;0
82323;PPGCO;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;BACACHERI;BACACHERI;POUSO;INSTRUÇÃO;LEVE;0
82322;PRBZZ;***;AVIÃO;PIPER AIRCRAFT;PA-42;PAY3;TURBOÉLICE;BIMOTOR;5081;5081;9;1983;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;MARECHAL RONDON;CONGONHAS;POUSO;TÁXI AÉREO;LEVE;0
82321;PTCPX;***;AVIÃO;EMBRAER;EMB-203;IPAN;PISTÃO;MONOMOTOR;1900;1900;1;2019;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRÍCOLA;LEVE;0
82320;PPPRV;***;AVIÃO;CESSNA AIRCRAFT;510;C510;JATO;BIMOTOR;3921;3921;6;2009;BRASIL;BRASIL;AVIÃO;***;COSTA ESMERALDA;CLUBE DE VOO ITAIPU;POUSO;NÃO REGULAR;LEVE;0
82319;PRNRM;***;HELICÓPTERO;ROBINSON HELICOPTER;R66;R66;TURBOEIXO;MONOMOTOR;1225;1225;5;2013;BRASIL;BRASIL;HELICÓPTERO;***;FORA DE AERODROMO;HELICENTRO BH;DECOLAGEM;INSTRUÇÃO;LEVE;0
82318;PTVOM;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1991;BRASIL;BRASIL;AVIÃO;***;PROFESSOR ERIBERTO MANOEL REINO;FAZENDA UNIÃO SUZANÓPOLIS;CRUZEIRO;PRIVADA;NENHUM;0
82316;PTBSU;***;AVIÃO;CESSNA AIRCRAFT;182E;C182;PISTÃO;MONOMOTOR;1156;1156;4;1962;BRASIL;BRASIL;AVIÃO;PARTICULAR;COMANDANTE ANTONIO AMILTON BERALDO;JORNALISTA BENEDITO PIMENTEL;CRUZEIRO;PRIVADA;NENHUM;0
82315;PSJET;***;***;;;;;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;ESPECIALIZADA;SANTA GENOVEVA/GOIÂNIA;CONGONHAS;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
82314;PSHSL;***;HELICÓPTERO;AIRBUS HELICOPTERS;AS 350 B3;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2009;BRASIL;BRASIL;HELICÓPTERO;ESPECIALIZADA;MORRO DA URCA;MORRO DA URCA;MANOBRA;ESPECIALIZADA;NENHUM;1
82313;N315CV;***;AVIÃO;CIRRUS DESIGN;SF50;***;***;SEM TRAÇÃO;2722;2722;0;0;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;PARTICULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;Comandante Rolim Adolfo Amaro;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
82312;CCBGU;***;AVIÃO;BOEING;B-787-9;***;***;SEM TRAÇÃO;253000;253000;0;0;CHILE;CHILE;AVIÃO;REGULAR;GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL AIRPORT;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82311;PRXMW;***;AVIÃO;BOEING;737-8 MAX;***;JATO;SEM TRAÇÃO;82644;82644;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;VAL DE CANS / JÚLIO CEZAR RIBEIRO;POUSO;REGULAR;NENHUM;0
82310;PRGIH;***;AVIÃO;BOEING COMPANY;737-76N;B737;JATO;BIMOTOR;70080;70080;153;2004;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82309;PRYJF;***;AVIÃO;AIRBUS S.A.S.;A321-251NX;***;JATO;BIMOTOR;77000;77000;NULL;2021;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;CAMPO GRANDE;POUSO;REGULAR;NENHUM;0
82308;PRAYV;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIÃO;REGULAR;MARECHAL RONDON;TANCREDO NEVES;TÁXI;REGULAR;NENHUM;0
82307;PRAQK;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2013;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;SÍLVIO NAME JÚNIOR;POUSO;REGULAR;NENHUM;0
82306;PRVBM;***;AVIÃO;BOEING COMPANY;737-7EA;B737;JATO;BIMOTOR;66224;66224;153;2001;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;PELOTAS;DECOLAGEM;REGULAR;NENHUM;0
82304;PRAQK;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2013;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;SÍLVIO NAME JÚNIOR;POUSO;REGULAR;NENHUM;0
82303;PRXBB;***;AVIÃO;AIRBUS S.A.S.;A320-273N;A320;JATO;BIMOTOR;79000;79000;183;2019;BRASIL;BRASIL;AVIÃO;REGULAR;MINISTRO VICTOR KONDER;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82302;PRTYA;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2013;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;EXTERIOR;DECOLAGEM;REGULAR;NENHUM;0
82301;PRGTH;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;DEPUTADO LUÍS EDUARDO MAGALHÃES;TÁXI;REGULAR;NENHUM;0
82300;PTTME;***;AVIÃO;AIRBUS INDUSTRIE;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2010;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
82299;PRAQR;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;0;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;ZUMBI DOS PALMARES;POUSO;REGULAR;NENHUM;0
82298;PRANY;***;AVIÃO;AIRBUS S.A.S.;A330-941;A339;JATO;BIMOTOR;242000;242000;0;2019;BRASIL;BRASIL;AVIÃO;REGULAR;EXTERIOR;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
82297;PRYJE;***;AVIÃO;AIRBUS S.A.S.;A321-251NX;A21N;***;***;89000;89000;NULL;2021;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
82296;PRAYV;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIÃO;REGULAR;MARECHAL RONDON;SANTA GENOVEVA/GOIÂNIA;POUSO;REGULAR;NENHUM;0
82295;PRMYI;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;REGULAR;MINISTRO VICTOR KONDER;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82294;PRYSO;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;***;***;77000;77000;NULL;2023;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
82293;PREDB;***;AVIÃO;CESSNA AIRCRAFT;C525;C52B;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;AVIÃO;PARTICULAR;ESTADUAL DARIO GUARITA;Comandante Rolim Adolfo Amaro;DECOLAGEM;PRIVADA;LEVE;0
82292;PRYRF;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
82291;PRMYI;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;SALGADO FILHO;DECOLAGEM;REGULAR;LEVE;0
82290;PRFLN;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;HERCÍLIO LUZ;HERCÍLIO LUZ;CRUZEIRO;INSTRUÇÃO;NENHUM;0
82289;PRZPG;***;AVIÃO;PETROLIFT AVIA SVCS INC OF NC;LEGACY L2K;ZZZZ;PISTÃO;MONOMOTOR;998;998;2;2005;BRASIL;BRASIL;AVIÃO;PARTICULAR;MARCOS DA CUNHA;COROA DO AVIÃO;POUSO;PRIVADA;LEVE;0
82288;PRYYL;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;79000;79000;NULL;2016;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
82286;PTUMB;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2000;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;1
82285;PRYXA;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;BIMOTOR;23000;23000;NULL;2022;BRASIL;BRASIL;AVIÃO;REGULAR;LEITE LOPES;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82283;PSAEN;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61200;61200;0;2022;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;HERCÍLIO LUZ;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82282;PRYRN;***;***;AIRBUS INDUSTRIE;A320-251N;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;REGULAR;MAESTRO WILSON FONSECA;VAL DE CANS / JÚLIO CEZAR RIBEIRO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82281;PSAEM;***;AVIÃO;EMBRAER;ERJ 190-400;***;JATO;BIMOTOR;61500;61500;0;2022;BRASIL;BRASIL;AVIÃO;REGULAR;BRIGADEIRO LYSIAS RODRIGUES;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
82280;PRYYC;***;***;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;79000;79000;NULL;NULL;BRASIL;BRASIL;***;REGULAR;TANCREDO NEVES;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
82279;PTNFA;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-710C;P28B;PISTÃO;MONOMOTOR;1361;1361;4;1976;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;FORQUILHINHA - CRICIÚMA;AEROCLUBE DE FREDERICO WESTPHALEN;CRUZEIRO;ESPECIALIZADA;SUBSTANCIAL;0
82278;PSAEP;***;AVIÃO;EMBRAER;ERJ 190-400;E179;JATO;BIMOTOR;61200;61200;0;2023;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA GENOVEVA/GOIÂNIA;ZUMBI DOS PALMARES;DECOLAGEM;REGULAR;NENHUM;0
82277;PSGPB;***;AVIÃO;BOEING;737-8 MAX;B38M;;***;82190;82190;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82276;PSAEO;***;AVIÃO;EMBRAER;ERJ 190-400;***;JATO;BIMOTOR;25740;25740;0;2023;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;AFONSO PENA;DECOLAGEM;REGULAR;NENHUM;0
82275;PRYXB;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR 72-212A(600);***;***;***;23000;23000;NULL;2023;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;PELOTAS;CRUZEIRO;REGULAR;NENHUM;0
82274;PSAEP;***;AVIÃO;EMBRAER;ERJ 190-400;E179;JATO;BIMOTOR;61200;61200;0;2023;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;SANTA GENOVEVA/GOIÂNIA;DECOLAGEM;REGULAR;NENHUM;0
82273;PSGFA;***;AVIÃO;BOEING COMPANY;737-800;***;JATO;SEM TRAÇÃO;75214;75214;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82271;PTXPO;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;231;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;PINTO MARTINS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82270;PTMXP;***;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;JATO;BIMOTOR;89000;89000;231;0;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;PINTO MARTINS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82269;PTXPI;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
82268;PRGIH;***;AVIÃO;BOEING COMPANY;737-76N;B737;JATO;BIMOTOR;70080;70080;153;2004;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;MINISTRO VICTOR KONDER;POUSO;REGULAR;NENHUM;0
82267;PRGGX;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;POUSO;REGULAR;NENHUM;0
82265;PRYRR;***;AVIÃO;AIRBUS INDUSTRIE;A320-253N;A320;***;***;0;0;NULL;2018;BRASIL;BRASIL;AVIÃO;REGULAR;MINISTRO VICTOR KONDER;VIRACOPOS;POUSO;REGULAR;NENHUM;0
82264;PRTQB;***;AVIÃO;AIRBUS S.A.S.;A320-214;A320;JATO;BIMOTOR;78000;78000;0;2011;BRASIL;BRASIL;AVIÃO;REGULAR;HERCÍLIO LUZ;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82263;PRMYQ;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2012;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;ADALBERTO MENDES DA SILVA;POUSO;REGULAR;NENHUM;0
82260;PSGPA;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;0;2018;BRASIL;BRASIL;AVIÃO;REGULAR;PLÁCIDO DE CASTRO;PRESIDENTE JUSCELINO KUBITSCHEK;INDETERMINADA;REGULAR;NENHUM;0
82259;PSGPG;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;0;2018;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;INDETERMINADA;REGULAR;NENHUM;0
82258;PTJRA;***;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;BIMOTOR;1905;1905;7;1974;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROCLUBE DE SANTA CATARINA;AEROCLUBE DE SANTA CATARINA;ESTACIONAMENTO;PRIVADA;LEVE;0
82257;PRXMN;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE CASTRO PINTO;ANTONIO CARLOS JOBIM / GALEÃO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82255;PRGXT;***;AVIÃO;BOEING;737-8EH;***;JATO;BIMOTOR;0;0;0;2014;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;DECOLAGEM;REGULAR;NENHUM;0
82254;PRAKJ;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;BIMOTOR;22000;22000;0;2016;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;LEITE LOPES;DECOLAGEM;REGULAR;NENHUM;0
82253;PRYSE;***;AVIÃO;AIRBUS;A320-251N;***;JATO;BIMOTOR;0;0;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;VAL DE CANS / JÚLIO CEZAR RIBEIRO;POUSO;REGULAR;NENHUM;0
82252;PTXPQ;***;AVIÃO;AIRBUS S.A.S.;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;2016;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82251;PRAUF;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;0;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
82250;PRMBF;***;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;70000;70000;184;2006;BRASIL;BRASIL;AVIÃO;REGULAR;PROFESSOR ERIBERTO MANOEL REINO;CONGONHAS;POUSO;REGULAR;LEVE;0
82249;PRAKN;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;BIMOTOR;22000;22000;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;POUSO;REGULAR;NENHUM;0
82248;PSAEC;***;AVIÃO;EMBRAER;ERJ 190-400;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA GENOVEVA/GOIÂNIA;BRIGADEIRO LYSIAS RODRIGUES;POUSO;REGULAR;NENHUM;0
82247;PRGGZ;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82245;PRYRX;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A320;JATO;BIMOTOR;77000;77000;NULL;2018;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;MARECHAL RONDON;DECOLAGEM;REGULAR;NENHUM;0
82244;PRMYH;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;ORLANDO BEZERRA DE MENEZES;DECOLAGEM;REGULAR;NENHUM;0
82243;PSAEP;***;AVIÃO;EMBRAER;ERJ 190-400;E179;JATO;BIMOTOR;61200;61200;0;2023;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;SANTA GENOVEVA/GOIÂNIA;DECOLAGEM;REGULAR;NENHUM;0
82242;PSAEN;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61200;61200;0;2022;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;VIRACOPOS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82241;PRTYD;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2013;BRASIL;BRASIL;AVIÃO;REGULAR;EURICO DE AGUIAR SALLES;CONGONHAS;DECOLAGEM;REGULAR;LEVE;0
82240;PRYRR;***;AVIÃO;AIRBUS INDUSTRIE;A320-253N;A320;***;***;0;0;NULL;2018;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA GENOVEVA/GOIÂNIA;VIRACOPOS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82239;PRAXC;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;AFONSO PENA;DECOLAGEM;REGULAR;NENHUM;0
82238;PSGPK;***;AVIÃO;BOEING;737-8 MAX;DC2;;BIMOTOR;82644;82644;0;2022;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;ANTONIO CARLOS JOBIM / GALEÃO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82237;PTMXG;***;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2010;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;AFONSO PENA;POUSO;REGULAR;NENHUM;0
82236;PRGGH;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2009;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;DEPUTADO LUÍS EDUARDO MAGALHÃES;DECOLAGEM;REGULAR;NENHUM;0
82235;PRXBC;***;AVIÃO;AIRBUS S.A.S.;A320-273N;A320;JATO;BIMOTOR;79000;79000;183;2019;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;SANTA GENOVEVA/GOIÂNIA;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82233;PRXBF;***;AVIÃO;AIRBUS S.A.S.;A320-273N;***;JATO;BIMOTOR;73500;73500;0;2019;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;NENHUM;0
82232;PRGXJ;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;LEITE LOPES;DECOLAGEM;REGULAR;NENHUM;0
82231;PSGPA;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;0;2018;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;ZUMBI DOS PALMARES;DECOLAGEM;REGULAR;NENHUM;0
82230;PRAQT;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;70;0;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;LAURO CARNEIRO DE LOYOLA;DECOLAGEM;REGULAR;NENHUM;0
82229;PRGXV;***;AVIÃO;BOEING COMPANY;737-8EH;***;JATO;BIMOTOR;70533;70533;0;2014;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;PINTO MARTINS;POUSO;REGULAR;NENHUM;0
82227;PRAQZ;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2015;BRASIL;BRASIL;AVIÃO;REGULAR;FERNANDO DE NORONHA;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
82226;PRGZH;***;AVIÃO;BOEING COMPANY;737-85R;B738;JATO;BIMOTOR;79015;79015;196;2014;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;PINTO MARTINS;POUSO;REGULAR;NENHUM;0
82225;PRGXM;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;REGULAR;BAHIA - JORGE AMADO;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
82224;PRYYD;***;***;***;***;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;REGULAR;GUARARAPES - GILBERTO FREYRE;SENADOR PETRÔNIO PORTELLA;POUSO;REGULAR;NENHUM;0
82223;PRXMF;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;196;2018;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;MARECHAL CUNHA MACHADO;POUSO;REGULAR;NENHUM;0
82222;PRGXC;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;SANTOS DUMONT;DECOLAGEM;REGULAR;NENHUM;0
